sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: yomagesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.132 | Public IP: 210.18.144.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:10 IST Sun Jun 14 2020 | Duration: 0h:40m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1095849995 | Bytes Rx: 34539289 | IP Addr: 10.149.233.132 | Public IP: 210.18.144.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:10 IST Sun Jun 14 2020 | Duration: 0h:40m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1095849995 | Bytes Rx: 34539289 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151242 | Audit Session ID: 0a95072a24eca0005ee608da | Security Group Tag: none | EasyVPN: 0 |Session ID: 151242 | Audit Session ID: 0a95072a24eca0005ee608da | Security Group Tag: none | EasyVPN: 0 ||
Username: srupammi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:58 IST Sun Jun 14 2020 | Duration: 0h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 30140399 | Bytes Rx: 8083660 | IP Addr: 10.149.233.197 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:58 IST Sun Jun 14 2020 | Duration: 0h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 30140399 | Bytes Rx: 8083660 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151243 | Audit Session ID: 0a95072a24ecb0005ee6090a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151243 | Audit Session ID: 0a95072a24ecb0005ee6090a | Security Group Tag: none | EasyVPN: 0 ||
Username: stalla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.195 | Public IP: 112.133.245.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:59 IST Sun Jun 14 2020 | Duration: 0h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 47548220 | Bytes Rx: 19609136 | IP Addr: 10.149.233.195 | Public IP: 112.133.245.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:54:59 IST Sun Jun 14 2020 | Duration: 0h:39m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 47548220 | Bytes Rx: 19609136 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151244 | Audit Session ID: 0a95072a24ecc0005ee6090b | Security Group Tag: none | EasyVPN: 0 |Session ID: 151244 | Audit Session ID: 0a95072a24ecc0005ee6090b | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.205 | Public IP: 49.35.217.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:55:47 IST Sun Jun 14 2020 | Duration: 0h:39m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 524691617 | Bytes Rx: 20445462 | IP Addr: 10.149.233.205 | Public IP: 49.35.217.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:55:47 IST Sun Jun 14 2020 | Duration: 0h:39m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 524691617 | Bytes Rx: 20445462 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151245 | Audit Session ID: 0a95072a24ecd0005ee6093b | Security Group Tag: none | EasyVPN: 0 |Session ID: 151245 | Audit Session ID: 0a95072a24ecd0005ee6093b | Security Group Tag: none | EasyVPN: 0 ||
Username: vtatikon | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.190 | Public IP: 171.76.96.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:08:15 IST Sun Jun 14 2020 | Duration: 0h:26m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 12006216 | Bytes Rx: 4527054 | IP Addr: 10.149.233.190 | Public IP: 171.76.96.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:08:15 IST Sun Jun 14 2020 | Duration: 0h:26m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 12006216 | Bytes Rx: 4527054 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151251 | Audit Session ID: 0a95072a24ed30005ee60c27 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151251 | Audit Session ID: 0a95072a24ed30005ee60c27 | Security Group Tag: none | EasyVPN: 0 ||
Username: ravishan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.218 | Public IP: 183.83.86.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:18:26 IST Sun Jun 14 2020 | Duration: 0h:16m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 7422898 | Bytes Rx: 2978822 | IP Addr: 10.149.233.218 | Public IP: 183.83.86.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:18:26 IST Sun Jun 14 2020 | Duration: 0h:16m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 7422898 | Bytes Rx: 2978822 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151253 | Audit Session ID: 0a95072a24ed50005ee60e8a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151253 | Audit Session ID: 0a95072a24ed50005ee60e8a | Security Group Tag: none | EasyVPN: 0 ||
Username: valchock | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.227 | Public IP: 122.164.242.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:18:46 IST Sun Jun 14 2020 | Duration: 0h:16m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 42401072 | Bytes Rx: 7643849 | IP Addr: 10.149.233.227 | Public IP: 122.164.242.123 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:18:46 IST Sun Jun 14 2020 | Duration: 0h:16m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 42401072 | Bytes Rx: 7643849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151254 | Audit Session ID: 0a95072a24ed60005ee60e9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151254 | Audit Session ID: 0a95072a24ed60005ee60e9e | Security Group Tag: none | EasyVPN: 0 ||
Username: mani.vadivelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.171 | Public IP: 223.238.89.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:04 IST Sun Jun 14 2020 | Duration: 0h:13m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 84450186 | Bytes Rx: 12840074 | IP Addr: 10.149.233.171 | Public IP: 223.238.89.221 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:04 IST Sun Jun 14 2020 | Duration: 0h:13m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 84450186 | Bytes Rx: 12840074 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151255 | Audit Session ID: 0a95072a24ed70005ee60f28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151255 | Audit Session ID: 0a95072a24ed70005ee60f28 | Security Group Tag: none | EasyVPN: 0 ||
Username: gitjadha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.75 | Public IP: 203.192.199.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:36 IST Sun Jun 14 2020 | Duration: 0h:13m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 33387966 | Bytes Rx: 3767524 | IP Addr: 10.149.233.75 | Public IP: 203.192.199.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:36 IST Sun Jun 14 2020 | Duration: 0h:13m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 33387966 | Bytes Rx: 3767524 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151256 | Audit Session ID: 0a95072a24ed80005ee60f48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151256 | Audit Session ID: 0a95072a24ed80005ee60f48 | Security Group Tag: none | EasyVPN: 0 ||
Username: vvardhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.228 | Public IP: 106.208.86.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:23 IST Sun Jun 14 2020 | Duration: 0h:11m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 6189771 | Bytes Rx: 3183356 | IP Addr: 10.149.233.228 | Public IP: 106.208.86.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:23 IST Sun Jun 14 2020 | Duration: 0h:11m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 6189771 | Bytes Rx: 3183356 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151257 | Audit Session ID: 0a95072a24ed90005ee60fb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151257 | Audit Session ID: 0a95072a24ed90005ee60fb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: ajchand | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.207 | Public IP: 171.60.233.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:30 IST Sun Jun 14 2020 | Duration: 0h:11m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 5797898 | Bytes Rx: 1870416 | IP Addr: 10.149.233.207 | Public IP: 171.60.233.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:23:30 IST Sun Jun 14 2020 | Duration: 0h:11m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 5797898 | Bytes Rx: 1870416 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151258 | Audit Session ID: 0a95072a24eda0005ee60fba | Security Group Tag: none | EasyVPN: 0 |Session ID: 151258 | Audit Session ID: 0a95072a24eda0005ee60fba | Security Group Tag: none | EasyVPN: 0 ||
Username: mpandura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.231 | Public IP: 106.198.26.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:41 IST Sun Jun 14 2020 | Duration: 0h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 5022563 | Bytes Rx: 954826 | IP Addr: 10.149.233.231 | Public IP: 106.198.26.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:41 IST Sun Jun 14 2020 | Duration: 0h:10m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 5022563 | Bytes Rx: 954826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151259 | Audit Session ID: 0a95072a24edb0005ee61001 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151259 | Audit Session ID: 0a95072a24edb0005ee61001 | Security Group Tag: none | EasyVPN: 0 ||
Username: akanragh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.168 | Public IP: 157.33.177.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:15 IST Sun Jun 14 2020 | Duration: 0h:06m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 30110865 | Bytes Rx: 6335003 | IP Addr: 10.149.233.168 | Public IP: 157.33.177.113 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:15 IST Sun Jun 14 2020 | Duration: 0h:06m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 30110865 | Bytes Rx: 6335003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151260 | Audit Session ID: 0a95072a24edc0005ee610d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151260 | Audit Session ID: 0a95072a24edc0005ee610d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: bbalasur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.175 | Public IP: 106.197.185.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:30 IST Sun Jun 14 2020 | Duration: 0h:06m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 3638575 | Bytes Rx: 2373826 | IP Addr: 10.149.233.175 | Public IP: 106.197.185.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:30 IST Sun Jun 14 2020 | Duration: 0h:06m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 3638575 | Bytes Rx: 2373826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151261 | Audit Session ID: 0a95072a24edd0005ee610e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151261 | Audit Session ID: 0a95072a24edd0005ee610e6 | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhsri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.177 | Public IP: 122.163.157.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:50 IST Sun Jun 14 2020 | Duration: 0h:06m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 10720246 | Bytes Rx: 3653333 | IP Addr: 10.149.233.177 | Public IP: 122.163.157.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:28:50 IST Sun Jun 14 2020 | Duration: 0h:06m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 10720246 | Bytes Rx: 3653333 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151262 | Audit Session ID: 0a95072a24ede0005ee610fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 151262 | Audit Session ID: 0a95072a24ede0005ee610fa | Security Group Tag: none | EasyVPN: 0 ||
Username: rokokate | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.206 | Public IP: 59.95.37.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:59 IST Sun Jun 14 2020 | Duration: 0h:04m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 7232682 | Bytes Rx: 1635173 | IP Addr: 10.149.233.206 | Public IP: 59.95.37.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:59 IST Sun Jun 14 2020 | Duration: 0h:04m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 7232682 | Bytes Rx: 1635173 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151263 | Audit Session ID: 0a95072a24edf0005ee6113f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151263 | Audit Session ID: 0a95072a24edf0005ee6113f | Security Group Tag: none | EasyVPN: 0 ||
Username: kmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.164 | Public IP: 223.182.215.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:29 IST Sun Jun 14 2020 | Duration: 0h:03m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 3067731 | Bytes Rx: 2699215 | IP Addr: 10.149.233.164 | Public IP: 223.182.215.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:29 IST Sun Jun 14 2020 | Duration: 0h:03m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 3067731 | Bytes Rx: 2699215 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151264 | Audit Session ID: 0a95072a24ee00005ee61199 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151264 | Audit Session ID: 0a95072a24ee00005ee61199 | Security Group Tag: none | EasyVPN: 0 ||
Username: ETverdov | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.166 | Public IP: 62.0.102.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:33 IST Sun Jun 14 2020 | Duration: 0h:03m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 464913 | Bytes Rx: 377671 | IP Addr: 10.149.233.166 | Public IP: 62.0.102.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:31:33 IST Sun Jun 14 2020 | Duration: 0h:03m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 464913 | Bytes Rx: 377671 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151265 | Audit Session ID: 0a95072a24ee10005ee6119d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151265 | Audit Session ID: 0a95072a24ee10005ee6119d | Security Group Tag: none | EasyVPN: 0 ||
INCHNACVPN01# 
