sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 ||
Username: padgnana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.11 | Public IP: 182.65.190.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:58:55 IST Sun Jun 7 2020 | Duration: 0h:34m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 31443605 | Bytes Rx: 13338845 | IP Addr: 10.149.232.11 | Public IP: 182.65.190.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:58:55 IST Sun Jun 7 2020 | Duration: 0h:34m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 31443605 | Bytes Rx: 13338845 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138105 | Audit Session ID: 0a95072a21b790005edccf77 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138105 | Audit Session ID: 0a95072a21b790005edccf77 | Security Group Tag: none | EasyVPN: 0 ||
Username: PAtigre | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.249 | Public IP: 157.33.164.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:01:03 IST Sun Jun 7 2020 | Duration: 0h:32m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 129520622 | Bytes Rx: 16115932 | IP Addr: 10.149.233.249 | Public IP: 157.33.164.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:01:03 IST Sun Jun 7 2020 | Duration: 0h:32m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 129520622 | Bytes Rx: 16115932 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138107 | Audit Session ID: 0a95072a21b7b0005edccff7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138107 | Audit Session ID: 0a95072a21b7b0005edccff7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivaprasad.y | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.44 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:05:42 IST Sun Jun 7 2020 | Duration: 0h:28m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 120010077 | Bytes Rx: 13544883 | IP Addr: 10.149.232.44 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:05:42 IST Sun Jun 7 2020 | Duration: 0h:28m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 120010077 | Bytes Rx: 13544883 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138109 | Audit Session ID: 0a95072a21b7d0005edcd10e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138109 | Audit Session ID: 0a95072a21b7d0005edcd10e | Security Group Tag: none | EasyVPN: 0 ||
Username: NPERUMAL | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.193 | Public IP: 157.51.98.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:09:51 IST Sun Jun 7 2020 | Duration: 0h:23m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 41819739 | Bytes Rx: 7200284 | IP Addr: 10.149.233.193 | Public IP: 157.51.98.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:09:51 IST Sun Jun 7 2020 | Duration: 0h:23m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 41819739 | Bytes Rx: 7200284 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138111 | Audit Session ID: 0a95072a21b7f0005edcd207 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138111 | Audit Session ID: 0a95072a21b7f0005edcd207 | Security Group Tag: none | EasyVPN: 0 ||
Username: ryeturi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.195 | Public IP: 106.220.112.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:10:10 IST Sun Jun 7 2020 | Duration: 0h:23m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 27216248 | Bytes Rx: 9774983 | IP Addr: 10.149.233.195 | Public IP: 106.220.112.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:10:10 IST Sun Jun 7 2020 | Duration: 0h:23m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 27216248 | Bytes Rx: 9774983 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138112 | Audit Session ID: 0a95072a21b800005edcd21a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138112 | Audit Session ID: 0a95072a21b800005edcd21a | Security Group Tag: none | EasyVPN: 0 ||
Username: ashgangi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.46 | Public IP: 49.206.201.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:14:36 IST Sun Jun 7 2020 | Duration: 0h:19m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 568029591 | Bytes Rx: 22446329 | IP Addr: 10.149.232.46 | Public IP: 49.206.201.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:14:36 IST Sun Jun 7 2020 | Duration: 0h:19m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 568029591 | Bytes Rx: 22446329 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138114 | Audit Session ID: 0a95072a21b820005edcd324 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138114 | Audit Session ID: 0a95072a21b820005edcd324 | Security Group Tag: none | EasyVPN: 0 ||
Username: akssalun | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.38 | Public IP: 202.179.93.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:19:14 IST Sun Jun 7 2020 | Duration: 0h:14m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 7662269 | Bytes Rx: 2765307 | IP Addr: 10.149.232.38 | Public IP: 202.179.93.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:19:14 IST Sun Jun 7 2020 | Duration: 0h:14m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 7662269 | Bytes Rx: 2765307 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138116 | Audit Session ID: 0a95072a21b840005edcd43a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138116 | Audit Session ID: 0a95072a21b840005edcd43a | Security Group Tag: none | EasyVPN: 0 ||
Username: kbabu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.174 | Public IP: 49.207.138.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:19:58 IST Sun Jun 7 2020 | Duration: 0h:13m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 3509710 | Bytes Rx: 2257745 | IP Addr: 10.149.232.174 | Public IP: 49.207.138.140 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:19:58 IST Sun Jun 7 2020 | Duration: 0h:13m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 3509710 | Bytes Rx: 2257745 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138117 | Audit Session ID: 0a95072a21b850005edcd466 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138117 | Audit Session ID: 0a95072a21b850005edcd466 | Security Group Tag: none | EasyVPN: 0 ||
Username: saswat.sen | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 47.15.187.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:01 IST Sun Jun 7 2020 | Duration: 0h:12m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 8831241 | Bytes Rx: 4338807 | IP Addr: 10.149.232.177 | Public IP: 47.15.187.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:21:01 IST Sun Jun 7 2020 | Duration: 0h:12m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 8831241 | Bytes Rx: 4338807 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138119 | Audit Session ID: 0a95072a21b870005edcd4a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138119 | Audit Session ID: 0a95072a21b870005edcd4a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: nittoge | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.176 | Public IP: 106.193.184.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:14 IST Sun Jun 7 2020 | Duration: 0h:09m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 5663306 | Bytes Rx: 3155821 | IP Addr: 10.149.232.176 | Public IP: 106.193.184.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:14 IST Sun Jun 7 2020 | Duration: 0h:09m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 5663306 | Bytes Rx: 3155821 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138120 | Audit Session ID: 0a95072a21b880005edcd566 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138120 | Audit Session ID: 0a95072a21b880005edcd566 | Security Group Tag: none | EasyVPN: 0 ||
Username: sharathk | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.178 | Public IP: 103.57.134.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:25:00 IST Sun Jun 7 2020 | Duration: 0h:08m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 48081898 | Bytes Rx: 8210264 | IP Addr: 10.149.232.178 | Public IP: 103.57.134.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:25:00 IST Sun Jun 7 2020 | Duration: 0h:08m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 48081898 | Bytes Rx: 8210264 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138121 | Audit Session ID: 0a95072a21b890005edcd594 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138121 | Audit Session ID: 0a95072a21b890005edcd594 | Security Group Tag: none | EasyVPN: 0 ||
Username: dbojja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.62 | Public IP: 103.224.152.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:26:24 IST Sun Jun 7 2020 | Duration: 0h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 19005373 | Bytes Rx: 2597521 | IP Addr: 10.149.232.62 | Public IP: 103.224.152.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:26:24 IST Sun Jun 7 2020 | Duration: 0h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 19005373 | Bytes Rx: 2597521 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138122 | Audit Session ID: 0a95072a21b8a0005edcd5e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138122 | Audit Session ID: 0a95072a21b8a0005edcd5e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: vsaip | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.194 | Public IP: 27.59.188.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:39 IST Sun Jun 7 2020 | Duration: 0h:04m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 9067801 | Bytes Rx: 1208407 | IP Addr: 10.149.233.194 | Public IP: 27.59.188.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:39 IST Sun Jun 7 2020 | Duration: 0h:04m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 9067801 | Bytes Rx: 1208407 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138124 | Audit Session ID: 0a95072a21b8c0005edcd6ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 138124 | Audit Session ID: 0a95072a21b8c0005edcd6ab | Security Group Tag: none | EasyVPN: 0 ||
Username: RoSakpal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.196 | Public IP: 157.33.179.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:41 IST Sun Jun 7 2020 | Duration: 0h:04m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 859491 | Bytes Rx: 410139 | IP Addr: 10.149.233.196 | Public IP: 157.33.179.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:29:41 IST Sun Jun 7 2020 | Duration: 0h:04m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 859491 | Bytes Rx: 410139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138125 | Audit Session ID: 0a95072a21b8d0005edcd6ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 138125 | Audit Session ID: 0a95072a21b8d0005edcd6ad | Security Group Tag: none | EasyVPN: 0 ||
Username: kbalasun | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 157.46.15.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:30:00 IST Sun Jun 7 2020 | Duration: 0h:03m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 3441334 | Bytes Rx: 2692070 | IP Addr: 10.149.233.197 | Public IP: 157.46.15.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:30:00 IST Sun Jun 7 2020 | Duration: 0h:03m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 3441334 | Bytes Rx: 2692070 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138126 | Audit Session ID: 0a95072a21b8e0005edcd6c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138126 | Audit Session ID: 0a95072a21b8e0005edcd6c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: PraviPaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 157.33.174.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:30:40 IST Sun Jun 7 2020 | Duration: 0h:03m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 20742514 | Bytes Rx: 2150826 | IP Addr: 10.149.232.69 | Public IP: 157.33.174.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:30:40 IST Sun Jun 7 2020 | Duration: 0h:03m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 20742514 | Bytes Rx: 2150826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138127 | Audit Session ID: 0a95072a21b8f0005edcd6e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138127 | Audit Session ID: 0a95072a21b8f0005edcd6e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: surensin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.71 | Public IP: 157.44.205.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:30:53 IST Sun Jun 7 2020 | Duration: 0h:02m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 37056772 | Bytes Rx: 5495267 | IP Addr: 10.149.232.71 | Public IP: 157.44.205.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:30:53 IST Sun Jun 7 2020 | Duration: 0h:02m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 37056772 | Bytes Rx: 5495267 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138128 | Audit Session ID: 0a95072a21b900005edcd6f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138128 | Audit Session ID: 0a95072a21b900005edcd6f5 | Security Group Tag: none | EasyVPN: 0 ||
INCHNACVPN01# 
