sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mcox | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 ||
Username: RupPande | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.221 | Public IP: 42.107.68.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:07 UTC Fri Jun 26 2020 | Duration: 0h:25m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 9789296 | Bytes Rx: 7129188 | IP Addr: 10.145.232.221 | Public IP: 42.107.68.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:07 UTC Fri Jun 26 2020 | Duration: 0h:25m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 9789296 | Bytes Rx: 7129188 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 506 | Audit Session ID: 0a910728001fa0005ef5a5a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 506 | Audit Session ID: 0a910728001fa0005ef5a5a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: PFahy | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.224 | Public IP: 88.109.200.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:23 UTC Fri Jun 26 2020 | Duration: 0h:23m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 33340833 | Bytes Rx: 4636602 | IP Addr: 10.145.232.224 | Public IP: 88.109.200.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:23 UTC Fri Jun 26 2020 | Duration: 0h:23m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 33340833 | Bytes Rx: 4636602 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 508 | Audit Session ID: 0a910728001fc0005ef5a5ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 508 | Audit Session ID: 0a910728001fc0005ef5a5ef | Security Group Tag: none | EasyVPN: 0 ||
Username: vtrikic | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.223 | Public IP: 95.91.218.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:28 UTC Fri Jun 26 2020 | Duration: 0h:23m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 17911491 | Bytes Rx: 6344096 | IP Addr: 10.145.232.223 | Public IP: 95.91.218.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:28 UTC Fri Jun 26 2020 | Duration: 0h:23m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 17911491 | Bytes Rx: 6344096 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 509 | Audit Session ID: 0a910728001fd0005ef5a5f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 509 | Audit Session ID: 0a910728001fd0005ef5a5f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: nferreir | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.38 | Public IP: 80.231.4.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:39:10 UTC Fri Jun 26 2020 | Duration: 0h:23m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 13764242 | Bytes Rx: 3107350 | IP Addr: 10.145.232.38 | Public IP: 80.231.4.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:39:10 UTC Fri Jun 26 2020 | Duration: 0h:23m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 13764242 | Bytes Rx: 3107350 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 510 | Audit Session ID: 0a910728001fe0005ef5a61e | Security Group Tag: none | EasyVPN: 0 |Session ID: 510 | Audit Session ID: 0a910728001fe0005ef5a61e | Security Group Tag: none | EasyVPN: 0 ||
Username: pramodku | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.39 | Public IP: 42.111.3.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:33 UTC Fri Jun 26 2020 | Duration: 0h:21m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 9540365 | Bytes Rx: 5883080 | IP Addr: 10.145.232.39 | Public IP: 42.111.3.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:33 UTC Fri Jun 26 2020 | Duration: 0h:21m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 9540365 | Bytes Rx: 5883080 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 511 | Audit Session ID: 0a910728001ff0005ef5a671 | Security Group Tag: none | EasyVPN: 0 |Session ID: 511 | Audit Session ID: 0a910728001ff0005ef5a671 | Security Group Tag: none | EasyVPN: 0 ||
Username: cslopez | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.105 | Public IP: 90.46.125.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:16 UTC Fri Jun 26 2020 | Duration: 0h:20m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 34683306 | Bytes Rx: 13340869 | IP Addr: 10.145.232.105 | Public IP: 90.46.125.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:16 UTC Fri Jun 26 2020 | Duration: 0h:20m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 34683306 | Bytes Rx: 13340869 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 512 | Audit Session ID: 0a910728002000005ef5a6d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 512 | Audit Session ID: 0a910728002000005ef5a6d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ghewitt | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.111 | Public IP: 80.6.28.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:24 UTC Fri Jun 26 2020 | Duration: 0h:19m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 10567914 | Bytes Rx: 5570161 | IP Addr: 10.145.232.111 | Public IP: 80.6.28.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:24 UTC Fri Jun 26 2020 | Duration: 0h:19m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 10567914 | Bytes Rx: 5570161 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 513 | Audit Session ID: 0a910728002010005ef5a6e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 513 | Audit Session ID: 0a910728002010005ef5a6e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: bvenkate | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.112 | Public IP: 223.182.240.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:07 UTC Fri Jun 26 2020 | Duration: 0h:19m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 4605716 | Bytes Rx: 1335317 | IP Addr: 10.145.232.112 | Public IP: 223.182.240.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:07 UTC Fri Jun 26 2020 | Duration: 0h:19m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 4605716 | Bytes Rx: 1335317 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 514 | Audit Session ID: 0a910728002020005ef5a70b | Security Group Tag: none | EasyVPN: 0 |Session ID: 514 | Audit Session ID: 0a910728002020005ef5a70b | Security Group Tag: none | EasyVPN: 0 ||
Username: drini | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.127 | Public IP: 188.211.163.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:38 UTC Fri Jun 26 2020 | Duration: 0h:17m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 196177832 | Bytes Rx: 18239875 | IP Addr: 10.145.248.127 | Public IP: 188.211.163.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:38 UTC Fri Jun 26 2020 | Duration: 0h:17m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 196177832 | Bytes Rx: 18239875 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 516 | Audit Session ID: 0a910728002040005ef5a766 | Security Group Tag: none | EasyVPN: 0 |Session ID: 516 | Audit Session ID: 0a910728002040005ef5a766 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.114 | Public IP: 90.251.45.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:01 UTC Fri Jun 26 2020 | Duration: 0h:17m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 91403771 | Bytes Rx: 14854193 | IP Addr: 10.145.232.114 | Public IP: 90.251.45.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:01 UTC Fri Jun 26 2020 | Duration: 0h:17m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 91403771 | Bytes Rx: 14854193 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 517 | Audit Session ID: 0a910728002050005ef5a77d | Security Group Tag: none | EasyVPN: 0 |Session ID: 517 | Audit Session ID: 0a910728002050005ef5a77d | Security Group Tag: none | EasyVPN: 0 ||
Username: anupabra | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.116 | Public IP: 157.50.76.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:33 UTC Fri Jun 26 2020 | Duration: 0h:16m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 9886236 | Bytes Rx: 2721792 | IP Addr: 10.145.232.116 | Public IP: 157.50.76.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:33 UTC Fri Jun 26 2020 | Duration: 0h:16m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 9886236 | Bytes Rx: 2721792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 518 | Audit Session ID: 0a910728002060005ef5a79d | Security Group Tag: none | EasyVPN: 0 |Session ID: 518 | Audit Session ID: 0a910728002060005ef5a79d | Security Group Tag: none | EasyVPN: 0 ||
Username: ChanGane | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.115 | Public IP: 106.208.25.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:33 UTC Fri Jun 26 2020 | Duration: 0h:16m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 3987177 | Bytes Rx: 1072469 | IP Addr: 10.145.232.115 | Public IP: 106.208.25.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:33 UTC Fri Jun 26 2020 | Duration: 0h:16m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 3987177 | Bytes Rx: 1072469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 519 | Audit Session ID: 0a910728002070005ef5a79d | Security Group Tag: none | EasyVPN: 0 |Session ID: 519 | Audit Session ID: 0a910728002070005ef5a79d | Security Group Tag: none | EasyVPN: 0 ||
Username: feiler | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.117 | Public IP: 77.12.195.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:19 UTC Fri Jun 26 2020 | Duration: 0h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 33462393 | Bytes Rx: 6827599 | IP Addr: 10.145.232.117 | Public IP: 77.12.195.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:19 UTC Fri Jun 26 2020 | Duration: 0h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 33462393 | Bytes Rx: 6827599 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 520 | Audit Session ID: 0a910728002080005ef5a807 | Security Group Tag: none | EasyVPN: 0 |Session ID: 520 | Audit Session ID: 0a910728002080005ef5a807 | Security Group Tag: none | EasyVPN: 0 ||
Username: marmanzo | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.96 | Public IP: 151.60.253.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:24 UTC Fri Jun 26 2020 | Duration: 0h:13m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 12260152 | Bytes Rx: 6244610 | IP Addr: 10.145.232.96 | Public IP: 151.60.253.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:24 UTC Fri Jun 26 2020 | Duration: 0h:13m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 12260152 | Bytes Rx: 6244610 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 521 | Audit Session ID: 0a910728002090005ef5a848 | Security Group Tag: none | EasyVPN: 0 |Session ID: 521 | Audit Session ID: 0a910728002090005ef5a848 | Security Group Tag: none | EasyVPN: 0 ||
Username: apuente | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.118 | Public IP: 89.36.67.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:37 UTC Fri Jun 26 2020 | Duration: 0h:11m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 2620878 | Bytes Rx: 1441582 | IP Addr: 10.145.232.118 | Public IP: 89.36.67.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:37 UTC Fri Jun 26 2020 | Duration: 0h:11m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 2620878 | Bytes Rx: 1441582 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 522 | Audit Session ID: 0a9107280020a0005ef5a8cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 522 | Audit Session ID: 0a9107280020a0005ef5a8cd | Security Group Tag: none | EasyVPN: 0 ||
Username: rpawar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.119 | Public IP: 182.70.145.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:41 UTC Fri Jun 26 2020 | Duration: 0h:11m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 18266776 | Bytes Rx: 8325636 | IP Addr: 10.145.232.119 | Public IP: 182.70.145.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:41 UTC Fri Jun 26 2020 | Duration: 0h:11m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 18266776 | Bytes Rx: 8325636 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 523 | Audit Session ID: 0a9107280020b0005ef5a8d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 523 | Audit Session ID: 0a9107280020b0005ef5a8d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: Hdavies | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.198 | Public IP: 90.203.124.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:10 UTC Fri Jun 26 2020 | Duration: 0h:10m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 31863465 | Bytes Rx: 3951364 | IP Addr: 10.145.232.198 | Public IP: 90.203.124.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:52:10 UTC Fri Jun 26 2020 | Duration: 0h:10m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 31863465 | Bytes Rx: 3951364 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 524 | Audit Session ID: 0a9107280020c0005ef5a92a | Security Group Tag: none | EasyVPN: 0 |Session ID: 524 | Audit Session ID: 0a9107280020c0005ef5a92a | Security Group Tag: none | EasyVPN: 0 ||
Username: robwhite | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.190 | Public IP: 146.90.126.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:22 UTC Fri Jun 26 2020 | Duration: 0h:07m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 27251249 | Bytes Rx: 9960838 | IP Addr: 10.145.232.190 | Public IP: 146.90.126.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:22 UTC Fri Jun 26 2020 | Duration: 0h:07m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 27251249 | Bytes Rx: 9960838 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 525 | Audit Session ID: 0a9107280020d0005ef5a9ae | Security Group Tag: none | EasyVPN: 0 |Session ID: 525 | Audit Session ID: 0a9107280020d0005ef5a9ae | Security Group Tag: none | EasyVPN: 0 ||
Username: lcharles | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.222 | Public IP: 86.139.82.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:03 UTC Fri Jun 26 2020 | Duration: 0h:07m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2021638 | Bytes Rx: 1580367 | IP Addr: 10.145.232.222 | Public IP: 86.139.82.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:03 UTC Fri Jun 26 2020 | Duration: 0h:07m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 2021638 | Bytes Rx: 1580367 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 526 | Audit Session ID: 0a9107280020e0005ef5a9d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 526 | Audit Session ID: 0a9107280020e0005ef5a9d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: quanwei | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.215 | Public IP: 80.3.167.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:32 UTC Fri Jun 26 2020 | Duration: 0h:06m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 5091903 | Bytes Rx: 1813619 | IP Addr: 10.145.232.215 | Public IP: 80.3.167.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:32 UTC Fri Jun 26 2020 | Duration: 0h:06m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 5091903 | Bytes Rx: 1813619 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 527 | Audit Session ID: 0a9107280020f0005ef5a9f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 527 | Audit Session ID: 0a9107280020f0005ef5a9f4 | Security Group Tag: none | EasyVPN: 0 ||
