sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: ATenniso | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.148 | Public IP: 182.65.43.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:35:09 IST Sun Jun 14 2020 | Duration: 0h:29m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 32292136 | Bytes Rx: 6061812 | IP Addr: 10.149.233.148 | Public IP: 182.65.43.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:35:09 IST Sun Jun 14 2020 | Duration: 0h:29m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 32292136 | Bytes Rx: 6061812 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151266 | Audit Session ID: 0a95072a24ee20005ee61275 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151266 | Audit Session ID: 0a95072a24ee20005ee61275 | Security Group Tag: none | EasyVPN: 0 ||
Username: uvenkate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.149 | Public IP: 157.45.150.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:35:56 IST Sun Jun 14 2020 | Duration: 0h:28m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 38770087 | Bytes Rx: 5394323 | IP Addr: 10.149.233.149 | Public IP: 157.45.150.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:35:56 IST Sun Jun 14 2020 | Duration: 0h:28m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 38770087 | Bytes Rx: 5394323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151268 | Audit Session ID: 0a95072a24ee40005ee612a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151268 | Audit Session ID: 0a95072a24ee40005ee612a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: psuryava | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.225 | Public IP: 116.74.157.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:42:17 IST Sun Jun 14 2020 | Duration: 0h:22m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 64450383 | Bytes Rx: 7212609 | IP Addr: 10.149.233.225 | Public IP: 116.74.157.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:42:17 IST Sun Jun 14 2020 | Duration: 0h:22m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 64450383 | Bytes Rx: 7212609 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151269 | Audit Session ID: 0a95072a24ee50005ee61421 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151269 | Audit Session ID: 0a95072a24ee50005ee61421 | Security Group Tag: none | EasyVPN: 0 ||
Username: prabhav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.227 | Public IP: 106.197.40.104 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 17:46:33 IST Sun Jun 14 2020 | Duration: 0h:18m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 103885268 | Bytes Rx: 7256500 | IP Addr: 10.149.233.227 | Public IP: 106.197.40.104 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 17:46:33 IST Sun Jun 14 2020 | Duration: 0h:18m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 103885268 | Bytes Rx: 7256500 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151270 | Audit Session ID: 0a95072a24ee60005ee61521 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151270 | Audit Session ID: 0a95072a24ee60005ee61521 | Security Group Tag: none | EasyVPN: 0 ||
Username: VenkaSri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 157.50.144.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:47:06 IST Sun Jun 14 2020 | Duration: 0h:17m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 49454603 | Bytes Rx: 7967449 | IP Addr: 10.149.233.232 | Public IP: 157.50.144.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:47:06 IST Sun Jun 14 2020 | Duration: 0h:17m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 49454603 | Bytes Rx: 7967449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151271 | Audit Session ID: 0a95072a24ee70005ee61542 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151271 | Audit Session ID: 0a95072a24ee70005ee61542 | Security Group Tag: none | EasyVPN: 0 ||
Username: abonda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.143 | Public IP: 59.96.223.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:54:06 IST Sun Jun 14 2020 | Duration: 0h:10m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 24714866 | Bytes Rx: 8832278 | IP Addr: 10.149.233.143 | Public IP: 59.96.223.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:54:06 IST Sun Jun 14 2020 | Duration: 0h:10m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 24714866 | Bytes Rx: 8832278 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151273 | Audit Session ID: 0a95072a24ee90005ee616e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151273 | Audit Session ID: 0a95072a24ee90005ee616e6 | Security Group Tag: none | EasyVPN: 0 ||
Username: samuels | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.205 | Public IP: 49.206.127.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:57:00 IST Sun Jun 14 2020 | Duration: 0h:07m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 12516826 | Bytes Rx: 9393985 | IP Addr: 10.149.233.205 | Public IP: 49.206.127.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:57:00 IST Sun Jun 14 2020 | Duration: 0h:07m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 12516826 | Bytes Rx: 9393985 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151274 | Audit Session ID: 0a95072a24eea0005ee61794 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151274 | Audit Session ID: 0a95072a24eea0005ee61794 | Security Group Tag: none | EasyVPN: 0 ||
Username: srmariva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.208 | Public IP: 45.123.25.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:57:14 IST Sun Jun 14 2020 | Duration: 0h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 5478694 | Bytes Rx: 2305399 | IP Addr: 10.149.233.208 | Public IP: 45.123.25.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:57:14 IST Sun Jun 14 2020 | Duration: 0h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 5478694 | Bytes Rx: 2305399 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151275 | Audit Session ID: 0a95072a24eeb0005ee617a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151275 | Audit Session ID: 0a95072a24eeb0005ee617a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssalave | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.211 | Public IP: 49.35.196.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:57:22 IST Sun Jun 14 2020 | Duration: 0h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1264563 | Bytes Rx: 776859 | IP Addr: 10.149.233.211 | Public IP: 49.35.196.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:57:22 IST Sun Jun 14 2020 | Duration: 0h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1264563 | Bytes Rx: 776859 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151276 | Audit Session ID: 0a95072a24eec0005ee617aa | Security Group Tag: none | EasyVPN: 0 |Session ID: 151276 | Audit Session ID: 0a95072a24eec0005ee617aa | Security Group Tag: none | EasyVPN: 0 ||
Username: hmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.233 | Public IP: 157.50.182.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:14 IST Sun Jun 14 2020 | Duration: 0h:02m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 5240127 | Bytes Rx: 1205571 | IP Addr: 10.149.233.233 | Public IP: 157.50.182.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:14 IST Sun Jun 14 2020 | Duration: 0h:02m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 5240127 | Bytes Rx: 1205571 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151277 | Audit Session ID: 0a95072a24eed0005ee618ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 151277 | Audit Session ID: 0a95072a24eed0005ee618ce | Security Group Tag: none | EasyVPN: 0 ||
Username: srekhate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.234 | Public IP: 171.51.210.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:36 IST Sun Jun 14 2020 | Duration: 0h:02m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 9308466 | Bytes Rx: 2022294 | IP Addr: 10.149.233.234 | Public IP: 171.51.210.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:36 IST Sun Jun 14 2020 | Duration: 0h:02m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 9308466 | Bytes Rx: 2022294 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151279 | Audit Session ID: 0a95072a24eef0005ee618e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151279 | Audit Session ID: 0a95072a24eef0005ee618e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC6 | IP Addr: 10.149.248.102 | Public IP: 157.50.221.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:40 IST Sun Jun 14 2020 | Duration: 0h:01m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1739329 | Bytes Rx: 1412979 | IP Addr: 10.149.248.102 | Public IP: 157.50.221.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 18:02:40 IST Sun Jun 14 2020 | Duration: 0h:01m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 1739329 | Bytes Rx: 1412979 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151280 | Audit Session ID: 0a95072a24ef00005ee618e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151280 | Audit Session ID: 0a95072a24ef00005ee618e8 | Security Group Tag: none | EasyVPN: 0 ||
INCHNACVPN01# 
