sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: Spuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.17 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:53 IST Wed Jun 24 2020 | Duration: 5h:14m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1449046993 | Bytes Rx: 230095866 | IP Addr: 10.149.233.17 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:53 IST Wed Jun 24 2020 | Duration: 5h:14m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1449046993 | Bytes Rx: 230095866 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169866 | Audit Session ID: 0a95072a2978a0005ef2a949 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169866 | Audit Session ID: 0a95072a2978a0005ef2a949 | Security Group Tag: none | EasyVPN: 0 ||
Username: Kragotha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.20 | Public IP: 157.50.222.189 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:49:25 IST Wed Jun 24 2020 | Duration: 5h:10m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 403677336 | Bytes Rx: 102497929 | IP Addr: 10.149.233.20 | Public IP: 157.50.222.189 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 06:49:25 IST Wed Jun 24 2020 | Duration: 5h:10m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 403677336 | Bytes Rx: 102497929 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169869 | Audit Session ID: 0a95072a2978d0005ef2aa1d | Security Group Tag: none | EasyVPN: 0 |Session ID: 169869 | Audit Session ID: 0a95072a2978d0005ef2aa1d | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.21 | Public IP: 103.41.90.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:46 IST Wed Jun 24 2020 | Duration: 5h:10m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 5716849104 | Bytes Rx: 340878694 | IP Addr: 10.149.233.21 | Public IP: 103.41.90.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:46 IST Wed Jun 24 2020 | Duration: 5h:10m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 5716849104 | Bytes Rx: 340878694 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169870 | Audit Session ID: 0a95072a2978e0005ef2aa32 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169870 | Audit Session ID: 0a95072a2978e0005ef2aa32 | Security Group Tag: none | EasyVPN: 0 ||
Username: sosuryaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.23 | Public IP: 157.33.157.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:26 IST Wed Jun 24 2020 | Duration: 5h:05m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1426209910 | Bytes Rx: 210874054 | IP Addr: 10.149.233.23 | Public IP: 157.33.157.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:26 IST Wed Jun 24 2020 | Duration: 5h:05m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1426209910 | Bytes Rx: 210874054 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169873 | Audit Session ID: 0a95072a297910005ef2ab4a | Security Group Tag: none | EasyVPN: 0 |Session ID: 169873 | Audit Session ID: 0a95072a297910005ef2ab4a | Security Group Tag: none | EasyVPN: 0 ||
Username: JulieT | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.24 | Public IP: 157.47.34.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:06 IST Wed Jun 24 2020 | Duration: 5h:04m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 120450808 | Bytes Rx: 38940532 | IP Addr: 10.149.233.24 | Public IP: 157.47.34.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:06 IST Wed Jun 24 2020 | Duration: 5h:04m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 120450808 | Bytes Rx: 38940532 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169874 | Audit Session ID: 0a95072a297920005ef2abae | Security Group Tag: none | EasyVPN: 0 |Session ID: 169874 | Audit Session ID: 0a95072a297920005ef2abae | Security Group Tag: none | EasyVPN: 0 ||
Username: sives | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 157.50.129.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:19 IST Wed Jun 24 2020 | Duration: 4h:48m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 409172907 | Bytes Rx: 119237326 | IP Addr: 10.149.232.156 | Public IP: 157.50.129.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:11:19 IST Wed Jun 24 2020 | Duration: 4h:48m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 409172907 | Bytes Rx: 119237326 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169875 | Audit Session ID: 0a95072a297930005ef2af3f | Security Group Tag: none | EasyVPN: 0 |Session ID: 169875 | Audit Session ID: 0a95072a297930005ef2af3f | Security Group Tag: none | EasyVPN: 0 ||
Username: stalla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.169 | Public IP: 112.133.245.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:48 IST Wed Jun 24 2020 | Duration: 4h:47m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 324483299 | Bytes Rx: 189193489 | IP Addr: 10.149.232.169 | Public IP: 112.133.245.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:12:48 IST Wed Jun 24 2020 | Duration: 4h:47m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 324483299 | Bytes Rx: 189193489 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169877 | Audit Session ID: 0a95072a297950005ef2af98 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169877 | Audit Session ID: 0a95072a297950005ef2af98 | Security Group Tag: none | EasyVPN: 0 ||
Username: BGanesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.171 | Public IP: 106.201.130.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:53 IST Wed Jun 24 2020 | Duration: 4h:26m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 258424699 | Bytes Rx: 53833422 | IP Addr: 10.149.232.171 | Public IP: 106.201.130.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:53 IST Wed Jun 24 2020 | Duration: 4h:26m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 258424699 | Bytes Rx: 53833422 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169882 | Audit Session ID: 0a95072a2979a0005ef2b489 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169882 | Audit Session ID: 0a95072a2979a0005ef2b489 | Security Group Tag: none | EasyVPN: 0 ||
Username: santospa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.219 | Public IP: 49.35.122.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:12 IST Wed Jun 24 2020 | Duration: 4h:23m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 630081753 | Bytes Rx: 120614414 | IP Addr: 10.149.233.219 | Public IP: 49.35.122.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:12 IST Wed Jun 24 2020 | Duration: 4h:23m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 630081753 | Bytes Rx: 120614414 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169887 | Audit Session ID: 0a95072a2979f0005ef2b550 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169887 | Audit Session ID: 0a95072a2979f0005ef2b550 | Security Group Tag: none | EasyVPN: 0 ||
Username: kasreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 27.59.143.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:05 IST Wed Jun 24 2020 | Duration: 4h:22m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 173671699 | Bytes Rx: 59236434 | IP Addr: 10.149.233.222 | Public IP: 27.59.143.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:05 IST Wed Jun 24 2020 | Duration: 4h:22m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 173671699 | Bytes Rx: 59236434 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169889 | Audit Session ID: 0a95072a297a10005ef2b585 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169889 | Audit Session ID: 0a95072a297a10005ef2b585 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivaprasad.y | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:56 IST Wed Jun 24 2020 | Duration: 4h:21m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 529079650 | Bytes Rx: 159869443 | IP Addr: 10.149.233.221 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:56 IST Wed Jun 24 2020 | Duration: 4h:21m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 529079650 | Bytes Rx: 159869443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169892 | Audit Session ID: 0a95072a297a40005ef2b5b8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169892 | Audit Session ID: 0a95072a297a40005ef2b5b8 | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.178 | Public IP: 171.76.131.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:33 IST Wed Jun 24 2020 | Duration: 4h:15m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 161593445 | Bytes Rx: 93542796 | IP Addr: 10.149.232.178 | Public IP: 171.76.131.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:33 IST Wed Jun 24 2020 | Duration: 4h:15m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 161593445 | Bytes Rx: 93542796 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169896 | Audit Session ID: 0a95072a297a80005ef2b709 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169896 | Audit Session ID: 0a95072a297a80005ef2b709 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajesg r | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.179 | Public IP: 157.45.195.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:49 IST Wed Jun 24 2020 | Duration: 4h:14m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 199046864 | Bytes Rx: 48973897 | IP Addr: 10.149.232.179 | Public IP: 157.45.195.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:49 IST Wed Jun 24 2020 | Duration: 4h:14m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 199046864 | Bytes Rx: 48973897 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169897 | Audit Session ID: 0a95072a297a90005ef2b755 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169897 | Audit Session ID: 0a95072a297a90005ef2b755 | Security Group Tag: none | EasyVPN: 0 ||
Username: narakale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.183 | Public IP: 157.45.248.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:49 IST Wed Jun 24 2020 | Duration: 4h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 433502946 | Bytes Rx: 85275770 | IP Addr: 10.149.232.183 | Public IP: 157.45.248.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:49 IST Wed Jun 24 2020 | Duration: 4h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 433502946 | Bytes Rx: 85275770 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169901 | Audit Session ID: 0a95072a297ad0005ef2b791 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169901 | Audit Session ID: 0a95072a297ad0005ef2b791 | Security Group Tag: none | EasyVPN: 0 ||
Username: MJagenat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.182 | Public IP: 122.164.81.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:06 IST Wed Jun 24 2020 | Duration: 4h:13m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 38414533 | Bytes Rx: 17860888 | IP Addr: 10.149.232.182 | Public IP: 122.164.81.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:06 IST Wed Jun 24 2020 | Duration: 4h:13m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 38414533 | Bytes Rx: 17860888 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169903 | Audit Session ID: 0a95072a297af0005ef2b7a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169903 | Audit Session ID: 0a95072a297af0005ef2b7a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: akashjh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.184 | Public IP: 157.49.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:12 IST Wed Jun 24 2020 | Duration: 4h:13m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 329942889 | Bytes Rx: 54669568 | IP Addr: 10.149.232.184 | Public IP: 157.49.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:12 IST Wed Jun 24 2020 | Duration: 4h:13m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 329942889 | Bytes Rx: 54669568 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169904 | Audit Session ID: 0a95072a297b00005ef2b7a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169904 | Audit Session ID: 0a95072a297b00005ef2b7a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.185 | Public IP: 42.106.195.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:41 IST Wed Jun 24 2020 | Duration: 4h:12m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 261796532 | Bytes Rx: 341531534 | IP Addr: 10.149.232.185 | Public IP: 42.106.195.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:41 IST Wed Jun 24 2020 | Duration: 4h:12m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 261796532 | Bytes Rx: 341531534 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169905 | Audit Session ID: 0a95072a297b10005ef2b7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169905 | Audit Session ID: 0a95072a297b10005ef2b7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: pdhanala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.187 | Public IP: 115.98.145.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Wed Jun 24 2020 | Duration: 4h:10m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 789890203 | Bytes Rx: 55350745 | IP Addr: 10.149.232.187 | Public IP: 115.98.145.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Wed Jun 24 2020 | Duration: 4h:10m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 789890203 | Bytes Rx: 55350745 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169907 | Audit Session ID: 0a95072a297b30005ef2b861 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169907 | Audit Session ID: 0a95072a297b30005ef2b861 | Security Group Tag: none | EasyVPN: 0 ||
Username: BPatel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.190 | Public IP: 157.32.76.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:53 IST Wed Jun 24 2020 | Duration: 4h:09m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 232625139 | Bytes Rx: 20382654 | IP Addr: 10.149.232.190 | Public IP: 157.32.76.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:53 IST Wed Jun 24 2020 | Duration: 4h:09m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 232625139 | Bytes Rx: 20382654 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169910 | Audit Session ID: 0a95072a297b60005ef2b885 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169910 | Audit Session ID: 0a95072a297b60005ef2b885 | Security Group Tag: none | EasyVPN: 0 ||
Username: ckaruman | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.191 | Public IP: 106.220.124.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:51:07 IST Wed Jun 24 2020 | Duration: 4h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 109153436 | Bytes Rx: 154184039 | IP Addr: 10.149.232.191 | Public IP: 106.220.124.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:51:07 IST Wed Jun 24 2020 | Duration: 4h:09m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 109153436 | Bytes Rx: 154184039 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169911 | Audit Session ID: 0a95072a297b70005ef2b893 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169911 | Audit Session ID: 0a95072a297b70005ef2b893 | Security Group Tag: none | EasyVPN: 0 ||
