sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: JinsonA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 |Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 ||
Username: swadmare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.192 | Public IP: 59.88.13.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:20 IST Mon Jun 15 2020 | Duration: 3h:05m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 48128465 | Bytes Rx: 17633711 | IP Addr: 10.149.233.192 | Public IP: 59.88.13.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:20 IST Mon Jun 15 2020 | Duration: 3h:05m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 48128465 | Bytes Rx: 17633711 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151502 | Audit Session ID: 0a95072a24fce0005ee6ce00 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151502 | Audit Session ID: 0a95072a24fce0005ee6ce00 | Security Group Tag: none | EasyVPN: 0 ||
Username: aadikhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.194 | Public IP: 219.91.248.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:28 IST Mon Jun 15 2020 | Duration: 3h:03m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 760645429 | Bytes Rx: 86104124 | IP Addr: 10.149.233.194 | Public IP: 219.91.248.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:28 IST Mon Jun 15 2020 | Duration: 3h:03m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 760645429 | Bytes Rx: 86104124 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151504 | Audit Session ID: 0a95072a24fd00005ee6ce44 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151504 | Audit Session ID: 0a95072a24fd00005ee6ce44 | Security Group Tag: none | EasyVPN: 0 ||
Username: DeSanaka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.195 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:33 IST Mon Jun 15 2020 | Duration: 3h:02m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 38703894 | Bytes Rx: 36745854 | IP Addr: 10.149.233.195 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:33 IST Mon Jun 15 2020 | Duration: 3h:02m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 38703894 | Bytes Rx: 36745854 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151505 | Audit Session ID: 0a95072a24fd10005ee6ce85 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151505 | Audit Session ID: 0a95072a24fd10005ee6ce85 | Security Group Tag: none | EasyVPN: 0 ||
Username: jestinch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 157.46.165.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:36 IST Mon Jun 15 2020 | Duration: 3h:01m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 352816093 | Bytes Rx: 83691627 | IP Addr: 10.149.233.197 | Public IP: 157.46.165.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:36 IST Mon Jun 15 2020 | Duration: 3h:01m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 352816093 | Bytes Rx: 83691627 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151507 | Audit Session ID: 0a95072a24fd30005ee6cec4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151507 | Audit Session ID: 0a95072a24fd30005ee6cec4 | Security Group Tag: none | EasyVPN: 0 ||
Username: poojjaga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.196 | Public IP: 157.45.179.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:51 IST Mon Jun 15 2020 | Duration: 3h:01m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 312964345 | Bytes Rx: 64010419 | IP Addr: 10.149.233.196 | Public IP: 157.45.179.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:51 IST Mon Jun 15 2020 | Duration: 3h:01m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 312964345 | Bytes Rx: 64010419 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151508 | Audit Session ID: 0a95072a24fd40005ee6ced3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151508 | Audit Session ID: 0a95072a24fd40005ee6ced3 | Security Group Tag: none | EasyVPN: 0 ||
Username: DhDorkhe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 61.2.150.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:12 IST Mon Jun 15 2020 | Duration: 3h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 392855688 | Bytes Rx: 52101345 | IP Addr: 10.149.233.198 | Public IP: 61.2.150.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:12 IST Mon Jun 15 2020 | Duration: 3h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 392855688 | Bytes Rx: 52101345 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151509 | Audit Session ID: 0a95072a24fd50005ee6cee8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151509 | Audit Session ID: 0a95072a24fd50005ee6cee8 | Security Group Tag: none | EasyVPN: 0 ||
Username: FMOHAMMA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.199 | Public IP: 157.48.3.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:14 IST Mon Jun 15 2020 | Duration: 3h:01m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 410009132 | Bytes Rx: 79654327 | IP Addr: 10.149.233.199 | Public IP: 157.48.3.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:14 IST Mon Jun 15 2020 | Duration: 3h:01m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 410009132 | Bytes Rx: 79654327 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151510 | Audit Session ID: 0a95072a24fd60005ee6ceea | Security Group Tag: none | EasyVPN: 0 |Session ID: 151510 | Audit Session ID: 0a95072a24fd60005ee6ceea | Security Group Tag: none | EasyVPN: 0 ||
Username: gvadivel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.201 | Public IP: 157.46.54.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:48 IST Mon Jun 15 2020 | Duration: 2h:59m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 56795092 | Bytes Rx: 21792552 | IP Addr: 10.149.233.201 | Public IP: 157.46.54.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:48 IST Mon Jun 15 2020 | Duration: 2h:59m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 56795092 | Bytes Rx: 21792552 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151512 | Audit Session ID: 0a95072a24fd80005ee6cf48 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151512 | Audit Session ID: 0a95072a24fd80005ee6cf48 | Security Group Tag: none | EasyVPN: 0 ||
Username: pritjosh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.203 | Public IP: 49.35.40.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:57 IST Mon Jun 15 2020 | Duration: 2h:59m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 148088896 | Bytes Rx: 51340469 | IP Addr: 10.149.233.203 | Public IP: 49.35.40.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:57 IST Mon Jun 15 2020 | Duration: 2h:59m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 148088896 | Bytes Rx: 51340469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151514 | Audit Session ID: 0a95072a24fda0005ee6cf51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151514 | Audit Session ID: 0a95072a24fda0005ee6cf51 | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.205 | Public IP: 171.76.132.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:01 IST Mon Jun 15 2020 | Duration: 2h:59m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 300375844 | Bytes Rx: 65822489 | IP Addr: 10.149.233.205 | Public IP: 171.76.132.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:01 IST Mon Jun 15 2020 | Duration: 2h:59m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 300375844 | Bytes Rx: 65822489 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151515 | Audit Session ID: 0a95072a24fdb0005ee6cf55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151515 | Audit Session ID: 0a95072a24fdb0005ee6cf55 | Security Group Tag: none | EasyVPN: 0 ||
Username: mansoomo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.206 | Public IP: 60.243.91.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:20 IST Mon Jun 15 2020 | Duration: 2h:59m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 454722665 | Bytes Rx: 213892041 | IP Addr: 10.149.233.206 | Public IP: 60.243.91.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:01:20 IST Mon Jun 15 2020 | Duration: 2h:59m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 454722665 | Bytes Rx: 213892041 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151517 | Audit Session ID: 0a95072a24fdd0005ee6cf68 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151517 | Audit Session ID: 0a95072a24fdd0005ee6cf68 | Security Group Tag: none | EasyVPN: 0 ||
Username: nitmurug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.190 | Public IP: 157.50.63.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:22:30 IST Mon Jun 15 2020 | Duration: 2h:37m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 234087329 | Bytes Rx: 179689559 | IP Addr: 10.149.233.190 | Public IP: 157.50.63.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:22:30 IST Mon Jun 15 2020 | Duration: 2h:37m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 234087329 | Bytes Rx: 179689559 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151520 | Audit Session ID: 0a95072a24fe00005ee6d45e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151520 | Audit Session ID: 0a95072a24fe00005ee6d45e | Security Group Tag: none | EasyVPN: 0 ||
Username: SoumeeR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.208 | Public IP: 182.76.215.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:01 IST Mon Jun 15 2020 | Duration: 2h:36m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 103531224 | Bytes Rx: 29616497 | IP Addr: 10.149.233.208 | Public IP: 182.76.215.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:01 IST Mon Jun 15 2020 | Duration: 2h:36m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 103531224 | Bytes Rx: 29616497 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151522 | Audit Session ID: 0a95072a24fe20005ee6d4b9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151522 | Audit Session ID: 0a95072a24fe20005ee6d4b9 | Security Group Tag: none | EasyVPN: 0 ||
Username: slourdhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.235 | Public IP: 112.133.236.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:15 IST Mon Jun 15 2020 | Duration: 2h:23m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 213029634 | Bytes Rx: 57450648 | IP Addr: 10.149.233.235 | Public IP: 112.133.236.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:15 IST Mon Jun 15 2020 | Duration: 2h:23m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 213029634 | Bytes Rx: 57450648 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151526 | Audit Session ID: 0a95072a24fe60005ee6d7d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151526 | Audit Session ID: 0a95072a24fe60005ee6d7d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: yamunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.236 | Public IP: 27.62.40.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:37 IST Mon Jun 15 2020 | Duration: 2h:22m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 22390865 | Bytes Rx: 16547580 | IP Addr: 10.149.233.236 | Public IP: 27.62.40.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:37 IST Mon Jun 15 2020 | Duration: 2h:22m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 22390865 | Bytes Rx: 16547580 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151528 | Audit Session ID: 0a95072a24fe80005ee6d7e9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151528 | Audit Session ID: 0a95072a24fe80005ee6d7e9 | Security Group Tag: none | EasyVPN: 0 ||
Username: kkumarb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.200 | Public IP: 49.207.128.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:24 IST Mon Jun 15 2020 | Duration: 2h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 143029712 | Bytes Rx: 53255611 | IP Addr: 10.149.233.200 | Public IP: 49.207.128.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:24 IST Mon Jun 15 2020 | Duration: 2h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 143029712 | Bytes Rx: 53255611 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151529 | Audit Session ID: 0a95072a24fe90005ee6d9bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 151529 | Audit Session ID: 0a95072a24fe90005ee6d9bc | Security Group Tag: none | EasyVPN: 0 ||
Username: mpalanis | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.202 | Public IP: 106.198.104.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:40 IST Mon Jun 15 2020 | Duration: 2h:03m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1995705311 | Bytes Rx: 80043867 | IP Addr: 10.149.233.202 | Public IP: 106.198.104.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:40 IST Mon Jun 15 2020 | Duration: 2h:03m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1995705311 | Bytes Rx: 80043867 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151531 | Audit Session ID: 0a95072a24feb0005ee6dc60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151531 | Audit Session ID: 0a95072a24feb0005ee6dc60 | Security Group Tag: none | EasyVPN: 0 ||
Username: sireesha.m | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.209 | Public IP: 103.245.189.121 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:57:52 IST Mon Jun 15 2020 | Duration: 2h:02m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 122679605 | Bytes Rx: 21430439 | IP Addr: 10.149.233.209 | Public IP: 103.245.189.121 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:57:52 IST Mon Jun 15 2020 | Duration: 2h:02m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 122679605 | Bytes Rx: 21430439 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151532 | Audit Session ID: 0a95072a24fec0005ee6dca8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151532 | Audit Session ID: 0a95072a24fec0005ee6dca8 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:23 IST Mon Jun 15 2020 | Duration: 2h:01m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 69288645 | Bytes Rx: 52766230 | IP Addr: 10.149.233.210 | Public IP: 27.57.32.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:23 IST Mon Jun 15 2020 | Duration: 2h:01m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 69288645 | Bytes Rx: 52766230 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151533 | Audit Session ID: 0a95072a24fed0005ee6dcc7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151533 | Audit Session ID: 0a95072a24fed0005ee6dcc7 | Security Group Tag: none | EasyVPN: 0 ||
