sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.117 | Public IP: 171.78.179.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:42:20 IST Tue Jun 9 2020 | Duration: 7h:48m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 465205901 | Bytes Rx: 34118128 | IP Addr: 10.150.236.117 | Public IP: 171.78.179.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:42:20 IST Tue Jun 9 2020 | Duration: 7h:48m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 465205901 | Bytes Rx: 34118128 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4188 | Audit Session ID: 0a96cf690105c0005edec5d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4188 | Audit Session ID: 0a96cf690105c0005edec5d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sipandit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.119 | Public IP: 103.252.52.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:46:51 IST Tue Jun 9 2020 | Duration: 7h:43m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 788056779 | Bytes Rx: 134162612 | IP Addr: 10.150.236.119 | Public IP: 103.252.52.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:46:51 IST Tue Jun 9 2020 | Duration: 7h:43m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 788056779 | Bytes Rx: 134162612 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4193 | Audit Session ID: 0a96cf69010610005edec6e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4193 | Audit Session ID: 0a96cf69010610005edec6e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: anamika.ranade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.3 | Public IP: 116.75.180.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:08 IST Tue Jun 9 2020 | Duration: 5h:58m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 344356748 | Bytes Rx: 50699278 | IP Addr: 10.150.237.3 | Public IP: 116.75.180.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:08 IST Tue Jun 9 2020 | Duration: 5h:58m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 344356748 | Bytes Rx: 50699278 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4250 | Audit Session ID: 0a96cf690109a0005ededf90 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4250 | Audit Session ID: 0a96cf690109a0005ededf90 | Security Group Tag: none | EasyVPN: 0 ||
Username: SPathare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.115 | Public IP: 103.252.53.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:04 IST Tue Jun 9 2020 | Duration: 5h:43m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 259774379 | Bytes Rx: 74030235 | IP Addr: 10.150.236.115 | Public IP: 103.252.53.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:04 IST Tue Jun 9 2020 | Duration: 5h:43m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 259774379 | Bytes Rx: 74030235 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4259 | Audit Session ID: 0a96cf69010a30005edee310 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4259 | Audit Session ID: 0a96cf69010a30005edee310 | Security Group Tag: none | EasyVPN: 0 ||
Username: NitTawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.122 | Public IP: 106.193.98.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:26 IST Tue Jun 9 2020 | Duration: 5h:42m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 173813876 | Bytes Rx: 72343861 | IP Addr: 10.150.236.122 | Public IP: 106.193.98.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:26 IST Tue Jun 9 2020 | Duration: 5h:42m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 173813876 | Bytes Rx: 72343861 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4261 | Audit Session ID: 0a96cf69010a50005edee326 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4261 | Audit Session ID: 0a96cf69010a50005edee326 | Security Group Tag: none | EasyVPN: 0 ||
Username: hseth | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.4 | Public IP: 106.207.244.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Tue Jun 9 2020 | Duration: 5h:40m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 789030496 | Bytes Rx: 194955057 | IP Addr: 10.150.237.4 | Public IP: 106.207.244.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Tue Jun 9 2020 | Duration: 5h:40m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 789030496 | Bytes Rx: 194955057 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4268 | Audit Session ID: 0a96cf69010ac0005edee3cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 4268 | Audit Session ID: 0a96cf69010ac0005edee3cd | Security Group Tag: none | EasyVPN: 0 ||
Username: SankPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.5 | Public IP: 157.47.38.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:26 IST Tue Jun 9 2020 | Duration: 5h:39m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 563544689 | Bytes Rx: 136564733 | IP Addr: 10.150.237.5 | Public IP: 157.47.38.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:26 IST Tue Jun 9 2020 | Duration: 5h:39m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 563544689 | Bytes Rx: 136564733 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4269 | Audit Session ID: 0a96cf69010ad0005edee3da | Security Group Tag: none | EasyVPN: 0 |Session ID: 4269 | Audit Session ID: 0a96cf69010ad0005edee3da | Security Group Tag: none | EasyVPN: 0 ||
Username: shpetkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.7 | Public IP: 157.47.63.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:00 IST Tue Jun 9 2020 | Duration: 5h:39m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 182052540 | Bytes Rx: 36309797 | IP Addr: 10.150.237.7 | Public IP: 157.47.63.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:00 IST Tue Jun 9 2020 | Duration: 5h:39m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 182052540 | Bytes Rx: 36309797 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4273 | Audit Session ID: 0a96cf69010b10005edee3fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 4273 | Audit Session ID: 0a96cf69010b10005edee3fc | Security Group Tag: none | EasyVPN: 0 ||
Username: Jasahare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.10 | Public IP: 42.106.108.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:06 IST Tue Jun 9 2020 | Duration: 5h:39m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 154676117 | Bytes Rx: 64967517 | IP Addr: 10.150.237.10 | Public IP: 42.106.108.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:06 IST Tue Jun 9 2020 | Duration: 5h:39m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 154676117 | Bytes Rx: 64967517 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4274 | Audit Session ID: 0a96cf69010b20005edee402 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4274 | Audit Session ID: 0a96cf69010b20005edee402 | Security Group Tag: none | EasyVPN: 0 ||
Username: AbhiMohi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC31 | IP Addr: 10.150.245.40 | Public IP: 110.227.199.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:32 IST Tue Jun 9 2020 | Duration: 5h:38m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 581988550 | Bytes Rx: 142407393 | IP Addr: 10.150.245.40 | Public IP: 110.227.199.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:32 IST Tue Jun 9 2020 | Duration: 5h:38m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 581988550 | Bytes Rx: 142407393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4277 | Audit Session ID: 0a96cf69010b50005edee41c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4277 | Audit Session ID: 0a96cf69010b50005edee41c | Security Group Tag: none | EasyVPN: 0 ||
Username: mvaidkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC26 | IP Addr: 10.150.245.35 | Public IP: 103.203.63.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:35 IST Tue Jun 9 2020 | Duration: 5h:38m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 367914238 | Bytes Rx: 332436406 | IP Addr: 10.150.245.35 | Public IP: 103.203.63.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:35 IST Tue Jun 9 2020 | Duration: 5h:38m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 367914238 | Bytes Rx: 332436406 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4278 | Audit Session ID: 0a96cf69010b60005edee41f | Security Group Tag: none | EasyVPN: 0 |Session ID: 4278 | Audit Session ID: 0a96cf69010b60005edee41f | Security Group Tag: none | EasyVPN: 0 ||
Username: prborkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.13 | Public IP: 103.110.254.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:48 IST Tue Jun 9 2020 | Duration: 5h:37m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 443042666 | Bytes Rx: 287103123 | IP Addr: 10.150.237.13 | Public IP: 103.110.254.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:48 IST Tue Jun 9 2020 | Duration: 5h:37m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 443042666 | Bytes Rx: 287103123 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4280 | Audit Session ID: 0a96cf69010b80005edee468 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4280 | Audit Session ID: 0a96cf69010b80005edee468 | Security Group Tag: none | EasyVPN: 0 ||
Username: khumrask | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC6 | IP Addr: 10.150.245.15 | Public IP: 49.33.137.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:17 IST Tue Jun 9 2020 | Duration: 5h:35m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 521234345 | Bytes Rx: 163414192 | IP Addr: 10.150.245.15 | Public IP: 49.33.137.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:17 IST Tue Jun 9 2020 | Duration: 5h:35m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 521234345 | Bytes Rx: 163414192 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4285 | Audit Session ID: 0a96cf69010bd0005edee4fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 4285 | Audit Session ID: 0a96cf69010bd0005edee4fd | Security Group Tag: none | EasyVPN: 0 ||
Username: varsnara | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.16 | Public IP: 115.97.225.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:19 IST Tue Jun 9 2020 | Duration: 5h:35m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1912874491 | Bytes Rx: 197651673 | IP Addr: 10.150.237.16 | Public IP: 115.97.225.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:19 IST Tue Jun 9 2020 | Duration: 5h:35m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1912874491 | Bytes Rx: 197651673 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4286 | Audit Session ID: 0a96cf69010be0005edee4ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 4286 | Audit Session ID: 0a96cf69010be0005edee4ff | Security Group Tag: none | EasyVPN: 0 ||
Username: kritibal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.18 | Public IP: 106.220.125.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:26 IST Tue Jun 9 2020 | Duration: 5h:34m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 491870435 | Bytes Rx: 319222285 | IP Addr: 10.150.237.18 | Public IP: 106.220.125.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:26 IST Tue Jun 9 2020 | Duration: 5h:34m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 491870435 | Bytes Rx: 319222285 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4287 | Audit Session ID: 0a96cf69010bf0005edee506 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4287 | Audit Session ID: 0a96cf69010bf0005edee506 | Security Group Tag: none | EasyVPN: 0 ||
Username: msonawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.112 | Public IP: 103.201.138.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:56 IST Tue Jun 9 2020 | Duration: 5h:34m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 336759764 | Bytes Rx: 187966082 | IP Addr: 10.150.236.112 | Public IP: 103.201.138.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:56 IST Tue Jun 9 2020 | Duration: 5h:34m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 336759764 | Bytes Rx: 187966082 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4288 | Audit Session ID: 0a96cf69010c00005edee524 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4288 | Audit Session ID: 0a96cf69010c00005edee524 | Security Group Tag: none | EasyVPN: 0 ||
Username: PGawde | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.124 | Public IP: 103.196.76.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:23 IST Tue Jun 9 2020 | Duration: 5h:31m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 226886430 | Bytes Rx: 67297944 | IP Addr: 10.150.236.124 | Public IP: 103.196.76.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:23 IST Tue Jun 9 2020 | Duration: 5h:31m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 226886430 | Bytes Rx: 67297944 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4293 | Audit Session ID: 0a96cf69010c50005edee5f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4293 | Audit Session ID: 0a96cf69010c50005edee5f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: monsa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.125 | Public IP: 157.33.135.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:24 IST Tue Jun 9 2020 | Duration: 5h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 299236599 | Bytes Rx: 96344283 | IP Addr: 10.150.236.125 | Public IP: 157.33.135.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:24 IST Tue Jun 9 2020 | Duration: 5h:30m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 299236599 | Bytes Rx: 96344283 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4294 | Audit Session ID: 0a96cf69010c60005edee5f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4294 | Audit Session ID: 0a96cf69010c60005edee5f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: KirankB | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.126 | Public IP: 103.110.242.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:30 IST Tue Jun 9 2020 | Duration: 5h:30m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1782511003 | Bytes Rx: 121363961 | IP Addr: 10.150.236.126 | Public IP: 103.110.242.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:30 IST Tue Jun 9 2020 | Duration: 5h:30m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1782511003 | Bytes Rx: 121363961 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4295 | Audit Session ID: 0a96cf69010c70005edee5fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 4295 | Audit Session ID: 0a96cf69010c70005edee5fa | Security Group Tag: none | EasyVPN: 0 ||
Username: AnuChauh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.127 | Public IP: 106.193.184.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:42 IST Tue Jun 9 2020 | Duration: 5h:30m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 262120422 | Bytes Rx: 98610277 | IP Addr: 10.150.236.127 | Public IP: 106.193.184.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:42 IST Tue Jun 9 2020 | Duration: 5h:30m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 262120422 | Bytes Rx: 98610277 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4296 | Audit Session ID: 0a96cf69010c80005edee606 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4296 | Audit Session ID: 0a96cf69010c80005edee606 | Security Group Tag: none | EasyVPN: 0 ||
