sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 ||
Username: sapratho | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.128 | Public IP: 157.33.152.183 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:45:27 IST Thu Jun 25 2020 | Duration: 9h:14m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1557435216 | Bytes Rx: 270912674 | IP Addr: 10.149.232.128 | Public IP: 157.33.152.183 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 08:45:27 IST Thu Jun 25 2020 | Duration: 9h:14m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1557435216 | Bytes Rx: 270912674 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172256 | Audit Session ID: 0a95072a2a0e00005ef416cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 172256 | Audit Session ID: 0a95072a2a0e00005ef416cf | Security Group Tag: none | EasyVPN: 0 ||
Username: vkjha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.129 | Public IP: 49.36.0.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:46:28 IST Thu Jun 25 2020 | Duration: 9h:13m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 3239287758 | Bytes Rx: 151137625 | IP Addr: 10.149.232.129 | Public IP: 49.36.0.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:46:28 IST Thu Jun 25 2020 | Duration: 9h:13m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 3239287758 | Bytes Rx: 151137625 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172257 | Audit Session ID: 0a95072a2a0e10005ef4170c | Security Group Tag: none | EasyVPN: 0 |Session ID: 172257 | Audit Session ID: 0a95072a2a0e10005ef4170c | Security Group Tag: none | EasyVPN: 0 ||
Username: ajay.biswas | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.65 | Public IP: 103.18.171.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:22 IST Thu Jun 25 2020 | Duration: 9h:13m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1094922868 | Bytes Rx: 112709468 | IP Addr: 10.149.232.65 | Public IP: 103.18.171.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:47:22 IST Thu Jun 25 2020 | Duration: 9h:13m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 1094922868 | Bytes Rx: 112709468 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172259 | Audit Session ID: 0a95072a2a0e30005ef41742 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172259 | Audit Session ID: 0a95072a2a0e30005ef41742 | Security Group Tag: none | EasyVPN: 0 ||
Username: durai.raj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.167 | Public IP: 157.46.20.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:02 IST Thu Jun 25 2020 | Duration: 9h:11m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 848513061 | Bytes Rx: 254663878 | IP Addr: 10.149.233.167 | Public IP: 157.46.20.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:49:02 IST Thu Jun 25 2020 | Duration: 9h:11m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 848513061 | Bytes Rx: 254663878 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172264 | Audit Session ID: 0a95072a2a0e80005ef417a6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172264 | Audit Session ID: 0a95072a2a0e80005ef417a6 | Security Group Tag: none | EasyVPN: 0 ||
Username: SuryTrip | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.173 | Public IP: 103.84.81.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:24 IST Thu Jun 25 2020 | Duration: 9h:07m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1006924724 | Bytes Rx: 357994268 | IP Addr: 10.149.233.173 | Public IP: 103.84.81.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:52:24 IST Thu Jun 25 2020 | Duration: 9h:07m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 1006924724 | Bytes Rx: 357994268 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172269 | Audit Session ID: 0a95072a2a0ed0005ef41870 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172269 | Audit Session ID: 0a95072a2a0ed0005ef41870 | Security Group Tag: none | EasyVPN: 0 ||
Username: sachipat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.177 | Public IP: 157.47.26.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:56 IST Thu Jun 25 2020 | Duration: 9h:06m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 6564045858 | Bytes Rx: 471616408 | IP Addr: 10.149.233.177 | Public IP: 157.47.26.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:53:56 IST Thu Jun 25 2020 | Duration: 9h:06m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 6564045858 | Bytes Rx: 471616408 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172273 | Audit Session ID: 0a95072a2a0f10005ef418cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 172273 | Audit Session ID: 0a95072a2a0f10005ef418cc | Security Group Tag: none | EasyVPN: 0 ||
Username: vrajendr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.172 | Public IP: 49.205.77.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:18 IST Thu Jun 25 2020 | Duration: 9h:05m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 571406643 | Bytes Rx: 144348098 | IP Addr: 10.149.233.172 | Public IP: 49.205.77.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:55:18 IST Thu Jun 25 2020 | Duration: 9h:05m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 571406643 | Bytes Rx: 144348098 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172279 | Audit Session ID: 0a95072a2a0f70005ef4191e | Security Group Tag: none | EasyVPN: 0 |Session ID: 172279 | Audit Session ID: 0a95072a2a0f70005ef4191e | Security Group Tag: none | EasyVPN: 0 ||
Username: prsahu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.182 | Public IP: 42.109.148.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:46 IST Thu Jun 25 2020 | Duration: 8h:52m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1747582936 | Bytes Rx: 220962901 | IP Addr: 10.149.233.182 | Public IP: 42.109.148.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:07:46 IST Thu Jun 25 2020 | Duration: 8h:52m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1747582936 | Bytes Rx: 220962901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172289 | Audit Session ID: 0a95072a2a1010005ef41c0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 172289 | Audit Session ID: 0a95072a2a1010005ef41c0a | Security Group Tag: none | EasyVPN: 0 ||
Username: kkumarb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.187 | Public IP: 49.207.133.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:22 IST Thu Jun 25 2020 | Duration: 8h:49m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 722313620 | Bytes Rx: 706775775 | IP Addr: 10.149.233.187 | Public IP: 49.207.133.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:22 IST Thu Jun 25 2020 | Duration: 8h:49m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 722313620 | Bytes Rx: 706775775 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172296 | Audit Session ID: 0a95072a2a1080005ef41ce2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172296 | Audit Session ID: 0a95072a2a1080005ef41ce2 | Security Group Tag: none | EasyVPN: 0 ||
Username: dimples | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.188 | Public IP: 112.133.236.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:31 IST Thu Jun 25 2020 | Duration: 8h:48m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1598496696 | Bytes Rx: 639004517 | IP Addr: 10.149.233.188 | Public IP: 112.133.236.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:31 IST Thu Jun 25 2020 | Duration: 8h:48m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 1598496696 | Bytes Rx: 639004517 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172297 | Audit Session ID: 0a95072a2a1090005ef41ceb | Security Group Tag: none | EasyVPN: 0 |Session ID: 172297 | Audit Session ID: 0a95072a2a1090005ef41ceb | Security Group Tag: none | EasyVPN: 0 ||
Username: vsrikar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.192 | Public IP: 103.224.158.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:32 IST Thu Jun 25 2020 | Duration: 8h:47m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1984119317 | Bytes Rx: 175661476 | IP Addr: 10.149.233.192 | Public IP: 103.224.158.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:32 IST Thu Jun 25 2020 | Duration: 8h:47m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1984119317 | Bytes Rx: 175661476 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172301 | Audit Session ID: 0a95072a2a10d0005ef41d28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172301 | Audit Session ID: 0a95072a2a10d0005ef41d28 | Security Group Tag: none | EasyVPN: 0 ||
Username: ranandha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.63 | Public IP: 49.207.131.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:09 IST Thu Jun 25 2020 | Duration: 8h:47m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 3344025235 | Bytes Rx: 598462146 | IP Addr: 10.149.232.63 | Public IP: 49.207.131.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:13:09 IST Thu Jun 25 2020 | Duration: 8h:47m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 3344025235 | Bytes Rx: 598462146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172304 | Audit Session ID: 0a95072a2a1100005ef41d4d | Security Group Tag: none | EasyVPN: 0 |Session ID: 172304 | Audit Session ID: 0a95072a2a1100005ef41d4d | Security Group Tag: none | EasyVPN: 0 ||
Username: nshanmuh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.68 | Public IP: 27.5.93.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:14:02 IST Thu Jun 25 2020 | Duration: 8h:46m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 491310473 | Bytes Rx: 393333810 | IP Addr: 10.149.232.68 | Public IP: 27.5.93.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:14:02 IST Thu Jun 25 2020 | Duration: 8h:46m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 491310473 | Bytes Rx: 393333810 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172307 | Audit Session ID: 0a95072a2a1130005ef41d82 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172307 | Audit Session ID: 0a95072a2a1130005ef41d82 | Security Group Tag: none | EasyVPN: 0 ||
Username: Karthbas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.70 | Public IP: 157.50.213.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:14:38 IST Thu Jun 25 2020 | Duration: 8h:45m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 523553592 | Bytes Rx: 683354209 | IP Addr: 10.149.232.70 | Public IP: 157.50.213.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:14:38 IST Thu Jun 25 2020 | Duration: 8h:45m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 523553592 | Bytes Rx: 683354209 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172310 | Audit Session ID: 0a95072a2a1160005ef41da6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172310 | Audit Session ID: 0a95072a2a1160005ef41da6 | Security Group Tag: none | EasyVPN: 0 ||
Username: vmuralee | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.73 | Public IP: 157.46.147.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:08 IST Thu Jun 25 2020 | Duration: 8h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 745938639 | Bytes Rx: 140136857 | IP Addr: 10.149.232.73 | Public IP: 157.46.147.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:08 IST Thu Jun 25 2020 | Duration: 8h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 745938639 | Bytes Rx: 140136857 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172312 | Audit Session ID: 0a95072a2a1180005ef41dc4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172312 | Audit Session ID: 0a95072a2a1180005ef41dc4 | Security Group Tag: none | EasyVPN: 0 ||
Username: absingh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.76 | Public IP: 103.86.181.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:59 IST Thu Jun 25 2020 | Duration: 8h:44m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1042277159 | Bytes Rx: 496828801 | IP Addr: 10.149.232.76 | Public IP: 103.86.181.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:15:59 IST Thu Jun 25 2020 | Duration: 8h:44m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 1042277159 | Bytes Rx: 496828801 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172315 | Audit Session ID: 0a95072a2a11b0005ef41df7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172315 | Audit Session ID: 0a95072a2a11b0005ef41df7 | Security Group Tag: none | EasyVPN: 0 ||
Username: niprabhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 49.207.136.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:17 IST Thu Jun 25 2020 | Duration: 8h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1279389626 | Bytes Rx: 637232038 | IP Addr: 10.149.233.197 | Public IP: 49.207.136.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:17 IST Thu Jun 25 2020 | Duration: 8h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1279389626 | Bytes Rx: 637232038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172325 | Audit Session ID: 0a95072a2a1250005ef41fe9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172325 | Audit Session ID: 0a95072a2a1250005ef41fe9 | Security Group Tag: none | EasyVPN: 0 ||
Username: zquraish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.200 | Public IP: 49.37.194.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:47 IST Thu Jun 25 2020 | Duration: 8h:35m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 3430542066 | Bytes Rx: 314882106 | IP Addr: 10.149.233.200 | Public IP: 49.37.194.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:47 IST Thu Jun 25 2020 | Duration: 8h:35m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 3430542066 | Bytes Rx: 314882106 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172327 | Audit Session ID: 0a95072a2a1270005ef42007 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172327 | Audit Session ID: 0a95072a2a1270005ef42007 | Security Group Tag: none | EasyVPN: 0 ||
Username: nramshet | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 49.248.231.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:55 IST Thu Jun 25 2020 | Duration: 8h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 344151108 | Bytes Rx: 114825414 | IP Addr: 10.149.233.202 | Public IP: 49.248.231.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:55 IST Thu Jun 25 2020 | Duration: 8h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 344151108 | Bytes Rx: 114825414 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172329 | Audit Session ID: 0a95072a2a1290005ef4200f | Security Group Tag: none | EasyVPN: 0 |Session ID: 172329 | Audit Session ID: 0a95072a2a1290005ef4200f | Security Group Tag: none | EasyVPN: 0 ||
