sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smaniyan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 ||
Username: shobmura | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.60 | Public IP: 106.208.98.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:17 IST Fri Jun 12 2020 | Duration: 4h:08m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 40282811 | Bytes Rx: 16075777 | IP Addr: 10.149.232.60 | Public IP: 106.208.98.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:17 IST Fri Jun 12 2020 | Duration: 4h:08m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 40282811 | Bytes Rx: 16075777 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147788 | Audit Session ID: 0a95072a2414c0005ee2d97d | Security Group Tag: none | EasyVPN: 0 |Session ID: 147788 | Audit Session ID: 0a95072a2414c0005ee2d97d | Security Group Tag: none | EasyVPN: 0 ||
Username: sagapat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.61 | Public IP: 106.193.191.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:37 IST Fri Jun 12 2020 | Duration: 4h:08m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 590737247 | Bytes Rx: 155012027 | IP Addr: 10.149.232.61 | Public IP: 106.193.191.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:37 IST Fri Jun 12 2020 | Duration: 4h:08m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 590737247 | Bytes Rx: 155012027 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147789 | Audit Session ID: 0a95072a2414d0005ee2d991 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147789 | Audit Session ID: 0a95072a2414d0005ee2d991 | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.63 | Public IP: 49.35.203.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:46 IST Fri Jun 12 2020 | Duration: 4h:08m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 184212846 | Bytes Rx: 64160248 | IP Addr: 10.149.232.63 | Public IP: 49.35.203.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:46 IST Fri Jun 12 2020 | Duration: 4h:08m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 184212846 | Bytes Rx: 64160248 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147790 | Audit Session ID: 0a95072a2414e0005ee2d99a | Security Group Tag: none | EasyVPN: 0 |Session ID: 147790 | Audit Session ID: 0a95072a2414e0005ee2d99a | Security Group Tag: none | EasyVPN: 0 ||
Username: cpugazhe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.67 | Public IP: 183.83.153.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:53 IST Fri Jun 12 2020 | Duration: 4h:04m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 210332733 | Bytes Rx: 48114272 | IP Addr: 10.149.232.67 | Public IP: 183.83.153.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:59:53 IST Fri Jun 12 2020 | Duration: 4h:04m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 210332733 | Bytes Rx: 48114272 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147795 | Audit Session ID: 0a95072a241530005ee2da91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147795 | Audit Session ID: 0a95072a241530005ee2da91 | Security Group Tag: none | EasyVPN: 0 ||
Username: mansoomo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 115.97.250.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:23 IST Fri Jun 12 2020 | Duration: 4h:01m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 970234432 | Bytes Rx: 303465189 | IP Addr: 10.149.232.69 | Public IP: 115.97.250.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:23 IST Fri Jun 12 2020 | Duration: 4h:01m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 970234432 | Bytes Rx: 303465189 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147797 | Audit Session ID: 0a95072a241550005ee2db27 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147797 | Audit Session ID: 0a95072a241550005ee2db27 | Security Group Tag: none | EasyVPN: 0 ||
Username: roshghad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.73 | Public IP: 106.210.251.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:36 IST Fri Jun 12 2020 | Duration: 4h:00m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 159054446 | Bytes Rx: 84782974 | IP Addr: 10.149.232.73 | Public IP: 106.210.251.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:36 IST Fri Jun 12 2020 | Duration: 4h:00m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 159054446 | Bytes Rx: 84782974 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147800 | Audit Session ID: 0a95072a241580005ee2db70 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147800 | Audit Session ID: 0a95072a241580005ee2db70 | Security Group Tag: none | EasyVPN: 0 ||
Username: prshirsa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.74 | Public IP: 49.35.48.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:02 IST Fri Jun 12 2020 | Duration: 3h:58m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 158981100 | Bytes Rx: 71558800 | IP Addr: 10.149.232.74 | Public IP: 49.35.48.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:02 IST Fri Jun 12 2020 | Duration: 3h:58m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 158981100 | Bytes Rx: 71558800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147802 | Audit Session ID: 0a95072a2415a0005ee2dc02 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147802 | Audit Session ID: 0a95072a2415a0005ee2dc02 | Security Group Tag: none | EasyVPN: 0 ||
Username: nittoge | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.76 | Public IP: 106.193.160.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:32 IST Fri Jun 12 2020 | Duration: 3h:57m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 397395186 | Bytes Rx: 74714258 | IP Addr: 10.149.232.76 | Public IP: 106.193.160.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:06:32 IST Fri Jun 12 2020 | Duration: 3h:57m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 397395186 | Bytes Rx: 74714258 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147804 | Audit Session ID: 0a95072a2415c0005ee2dc20 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147804 | Audit Session ID: 0a95072a2415c0005ee2dc20 | Security Group Tag: none | EasyVPN: 0 ||
Username: prnaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.77 | Public IP: 49.35.53.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:01 IST Fri Jun 12 2020 | Duration: 3h:57m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 187932560 | Bytes Rx: 181528588 | IP Addr: 10.149.232.77 | Public IP: 49.35.53.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:01 IST Fri Jun 12 2020 | Duration: 3h:57m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 187932560 | Bytes Rx: 181528588 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147805 | Audit Session ID: 0a95072a2415d0005ee2dc3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 147805 | Audit Session ID: 0a95072a2415d0005ee2dc3d | Security Group Tag: none | EasyVPN: 0 ||
Username: SHASHETH | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.78 | Public IP: 103.252.5.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:18 IST Fri Jun 12 2020 | Duration: 3h:56m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 354921754 | Bytes Rx: 90298789 | IP Addr: 10.149.232.78 | Public IP: 103.252.5.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:18 IST Fri Jun 12 2020 | Duration: 3h:56m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 354921754 | Bytes Rx: 90298789 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147806 | Audit Session ID: 0a95072a2415e0005ee2dc4e | Security Group Tag: none | EasyVPN: 0 |Session ID: 147806 | Audit Session ID: 0a95072a2415e0005ee2dc4e | Security Group Tag: none | EasyVPN: 0 ||
Username: tejbhosa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.79 | Public IP: 106.193.203.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:30 IST Fri Jun 12 2020 | Duration: 3h:56m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 322499309 | Bytes Rx: 89216420 | IP Addr: 10.149.232.79 | Public IP: 106.193.203.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:30 IST Fri Jun 12 2020 | Duration: 3h:56m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 322499309 | Bytes Rx: 89216420 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147807 | Audit Session ID: 0a95072a2415f0005ee2dc5a | Security Group Tag: none | EasyVPN: 0 |Session ID: 147807 | Audit Session ID: 0a95072a2415f0005ee2dc5a | Security Group Tag: none | EasyVPN: 0 ||
Username: SDham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.80 | Public IP: 49.35.87.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:54 IST Fri Jun 12 2020 | Duration: 3h:10m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 488271442 | Bytes Rx: 97182723 | IP Addr: 10.149.232.80 | Public IP: 49.35.87.243 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:54 IST Fri Jun 12 2020 | Duration: 3h:10m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 488271442 | Bytes Rx: 97182723 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147821 | Audit Session ID: 0a95072a2416d0005ee2e73a | Security Group Tag: none | EasyVPN: 0 |Session ID: 147821 | Audit Session ID: 0a95072a2416d0005ee2e73a | Security Group Tag: none | EasyVPN: 0 ||
Username: Ntejeswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.1 | Public IP: 49.37.12.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:44 IST Fri Jun 12 2020 | Duration: 3h:08m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 58207608 | Bytes Rx: 19197284 | IP Addr: 10.149.233.1 | Public IP: 49.37.12.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:44 IST Fri Jun 12 2020 | Duration: 3h:08m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 58207608 | Bytes Rx: 19197284 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147822 | Audit Session ID: 0a95072a2416e0005ee2e7a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147822 | Audit Session ID: 0a95072a2416e0005ee2e7a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: srupammi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.2 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:11 IST Fri Jun 12 2020 | Duration: 3h:06m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 97308620 | Bytes Rx: 45326497 | IP Addr: 10.149.233.2 | Public IP: 175.101.107.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:11 IST Fri Jun 12 2020 | Duration: 3h:06m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 97308620 | Bytes Rx: 45326497 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147823 | Audit Session ID: 0a95072a2416f0005ee2e7ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 147823 | Audit Session ID: 0a95072a2416f0005ee2e7ff | Security Group Tag: none | EasyVPN: 0 ||
Username: ramakg | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.132 | Public IP: 27.62.43.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:03 IST Fri Jun 12 2020 | Duration: 3h:03m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 126215794 | Bytes Rx: 128355630 | IP Addr: 10.149.233.132 | Public IP: 27.62.43.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:03 IST Fri Jun 12 2020 | Duration: 3h:03m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 126215794 | Bytes Rx: 128355630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147824 | Audit Session ID: 0a95072a241700005ee2e8ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 147824 | Audit Session ID: 0a95072a241700005ee2e8ab | Security Group Tag: none | EasyVPN: 0 ||
Username: rawasthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.133 | Public IP: 122.179.246.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:11 IST Fri Jun 12 2020 | Duration: 3h:03m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 654952696 | Bytes Rx: 95723251 | IP Addr: 10.149.233.133 | Public IP: 122.179.246.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:11 IST Fri Jun 12 2020 | Duration: 3h:03m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 654952696 | Bytes Rx: 95723251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147825 | Audit Session ID: 0a95072a241710005ee2e8b3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147825 | Audit Session ID: 0a95072a241710005ee2e8b3 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivakrs | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.81 | Public IP: 103.41.90.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:36 IST Fri Jun 12 2020 | Duration: 2h:59m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1342021536 | Bytes Rx: 89864897 | IP Addr: 10.149.232.81 | Public IP: 103.41.90.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:36 IST Fri Jun 12 2020 | Duration: 2h:59m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1342021536 | Bytes Rx: 89864897 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147829 | Audit Session ID: 0a95072a241750005ee2e9bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 147829 | Audit Session ID: 0a95072a241750005ee2e9bc | Security Group Tag: none | EasyVPN: 0 ||
Username: PrafulG | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.82 | Public IP: 106.51.234.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:49 IST Fri Jun 12 2020 | Duration: 2h:59m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 220607231 | Bytes Rx: 65391038 | IP Addr: 10.149.232.82 | Public IP: 106.51.234.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:49 IST Fri Jun 12 2020 | Duration: 2h:59m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 220607231 | Bytes Rx: 65391038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147830 | Audit Session ID: 0a95072a241760005ee2e9c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 147830 | Audit Session ID: 0a95072a241760005ee2e9c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: DhDorkhe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.83 | Public IP: 59.90.43.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:23 IST Fri Jun 12 2020 | Duration: 2h:58m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 340166146 | Bytes Rx: 64184476 | IP Addr: 10.149.232.83 | Public IP: 59.90.43.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:23 IST Fri Jun 12 2020 | Duration: 2h:58m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 340166146 | Bytes Rx: 64184476 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 147831 | Audit Session ID: 0a95072a241770005ee2e9eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 147831 | Audit Session ID: 0a95072a241770005ee2e9eb | Security Group Tag: none | EasyVPN: 0 ||
