sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: Neerajkg | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.79 | Public IP: 122.170.142.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:49:18 IST Mon Jun 8 2020 | Duration: 13h:11m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 168646877 | Bytes Rx: 138519957 | IP Addr: 10.150.237.79 | Public IP: 122.170.142.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:49:18 IST Mon Jun 8 2020 | Duration: 13h:11m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 168646877 | Bytes Rx: 138519957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 3709 | Audit Session ID: 0a96cf6900e7d0005ede56f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 3709 | Audit Session ID: 0a96cf6900e7d0005ede56f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: SWGADEKA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.187 | Public IP: 157.33.217.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:32:16 IST Mon Jun 8 2020 | Duration: 11h:28m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 344817198 | Bytes Rx: 523277498 | IP Addr: 10.150.237.187 | Public IP: 157.33.217.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:32:16 IST Mon Jun 8 2020 | Duration: 11h:28m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 344817198 | Bytes Rx: 523277498 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 3914 | Audit Session ID: 0a96cf6900f4a0005ede6f18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 3914 | Audit Session ID: 0a96cf6900f4a0005ede6f18 | Security Group Tag: none | EasyVPN: 0 ||
Username: usurana | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.62 | Public IP: 49.36.128.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:10:33 IST Mon Jun 8 2020 | Duration: 10h:49m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1740789042 | Bytes Rx: 475309701 | IP Addr: 10.150.236.62 | Public IP: 49.36.128.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:10:33 IST Mon Jun 8 2020 | Duration: 10h:49m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 1740789042 | Bytes Rx: 475309701 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 3975 | Audit Session ID: 0a96cf6900f870005ede7811 | Security Group Tag: none | EasyVPN: 0 |Session ID: 3975 | Audit Session ID: 0a96cf6900f870005ede7811 | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.117 | Public IP: 171.78.179.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:42:20 IST Tue Jun 9 2020 | Duration: 5h:18m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 224581357 | Bytes Rx: 11574535 | IP Addr: 10.150.236.117 | Public IP: 171.78.179.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:42:20 IST Tue Jun 9 2020 | Duration: 5h:18m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 224581357 | Bytes Rx: 11574535 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4188 | Audit Session ID: 0a96cf690105c0005edec5d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4188 | Audit Session ID: 0a96cf690105c0005edec5d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sipandit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.119 | Public IP: 103.252.52.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:46:51 IST Tue Jun 9 2020 | Duration: 5h:13m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 80886378 | Bytes Rx: 66399354 | IP Addr: 10.150.236.119 | Public IP: 103.252.52.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:46:51 IST Tue Jun 9 2020 | Duration: 5h:13m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 80886378 | Bytes Rx: 66399354 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4193 | Audit Session ID: 0a96cf69010610005edec6e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4193 | Audit Session ID: 0a96cf69010610005edec6e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: anamika.ranade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.3 | Public IP: 116.75.180.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:08 IST Tue Jun 9 2020 | Duration: 3h:28m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 314078299 | Bytes Rx: 37986963 | IP Addr: 10.150.237.3 | Public IP: 116.75.180.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:32:08 IST Tue Jun 9 2020 | Duration: 3h:28m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 314078299 | Bytes Rx: 37986963 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4250 | Audit Session ID: 0a96cf690109a0005ededf90 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4250 | Audit Session ID: 0a96cf690109a0005ededf90 | Security Group Tag: none | EasyVPN: 0 ||
Username: SPathare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.115 | Public IP: 103.252.53.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:04 IST Tue Jun 9 2020 | Duration: 3h:13m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 72045493 | Bytes Rx: 27609058 | IP Addr: 10.150.236.115 | Public IP: 103.252.53.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:04 IST Tue Jun 9 2020 | Duration: 3h:13m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 72045493 | Bytes Rx: 27609058 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4259 | Audit Session ID: 0a96cf69010a30005edee310 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4259 | Audit Session ID: 0a96cf69010a30005edee310 | Security Group Tag: none | EasyVPN: 0 ||
Username: NitTawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.122 | Public IP: 106.193.98.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:26 IST Tue Jun 9 2020 | Duration: 3h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 140212986 | Bytes Rx: 47877858 | IP Addr: 10.150.236.122 | Public IP: 106.193.98.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:26 IST Tue Jun 9 2020 | Duration: 3h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 140212986 | Bytes Rx: 47877858 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4261 | Audit Session ID: 0a96cf69010a50005edee326 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4261 | Audit Session ID: 0a96cf69010a50005edee326 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkasle | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.2 | Public IP: 106.193.215.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:44 IST Tue Jun 9 2020 | Duration: 3h:11m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 160529340 | Bytes Rx: 56184576 | IP Addr: 10.150.237.2 | Public IP: 106.193.215.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:44 IST Tue Jun 9 2020 | Duration: 3h:11m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 160529340 | Bytes Rx: 56184576 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4265 | Audit Session ID: 0a96cf69010a90005edee374 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4265 | Audit Session ID: 0a96cf69010a90005edee374 | Security Group Tag: none | EasyVPN: 0 ||
Username: hseth | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.4 | Public IP: 106.207.209.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Tue Jun 9 2020 | Duration: 3h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 412729113 | Bytes Rx: 110036060 | IP Addr: 10.150.237.4 | Public IP: 106.207.209.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:13 IST Tue Jun 9 2020 | Duration: 3h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 412729113 | Bytes Rx: 110036060 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4268 | Audit Session ID: 0a96cf69010ac0005edee3cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 4268 | Audit Session ID: 0a96cf69010ac0005edee3cd | Security Group Tag: none | EasyVPN: 0 ||
Username: SankPawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.5 | Public IP: 157.47.38.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:26 IST Tue Jun 9 2020 | Duration: 3h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 272591597 | Bytes Rx: 65689917 | IP Addr: 10.150.237.5 | Public IP: 157.47.38.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:26 IST Tue Jun 9 2020 | Duration: 3h:09m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 272591597 | Bytes Rx: 65689917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4269 | Audit Session ID: 0a96cf69010ad0005edee3da | Security Group Tag: none | EasyVPN: 0 |Session ID: 4269 | Audit Session ID: 0a96cf69010ad0005edee3da | Security Group Tag: none | EasyVPN: 0 ||
Username: shpetkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.7 | Public IP: 157.47.63.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:00 IST Tue Jun 9 2020 | Duration: 3h:09m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 153304352 | Bytes Rx: 20969995 | IP Addr: 10.150.237.7 | Public IP: 157.47.63.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:00 IST Tue Jun 9 2020 | Duration: 3h:09m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 153304352 | Bytes Rx: 20969995 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4273 | Audit Session ID: 0a96cf69010b10005edee3fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 4273 | Audit Session ID: 0a96cf69010b10005edee3fc | Security Group Tag: none | EasyVPN: 0 ||
Username: Jasahare | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.10 | Public IP: 106.193.217.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:06 IST Tue Jun 9 2020 | Duration: 3h:09m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 112356298 | Bytes Rx: 41941638 | IP Addr: 10.150.237.10 | Public IP: 106.193.217.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:06 IST Tue Jun 9 2020 | Duration: 3h:09m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 112356298 | Bytes Rx: 41941638 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4274 | Audit Session ID: 0a96cf69010b20005edee402 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4274 | Audit Session ID: 0a96cf69010b20005edee402 | Security Group Tag: none | EasyVPN: 0 ||
Username: AbhiMohi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC31 | IP Addr: 10.150.245.40 | Public IP: 110.227.199.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:32 IST Tue Jun 9 2020 | Duration: 3h:08m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 267116684 | Bytes Rx: 71286159 | IP Addr: 10.150.245.40 | Public IP: 110.227.199.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:32 IST Tue Jun 9 2020 | Duration: 3h:08m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 267116684 | Bytes Rx: 71286159 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4277 | Audit Session ID: 0a96cf69010b50005edee41c | Security Group Tag: none | EasyVPN: 0 |Session ID: 4277 | Audit Session ID: 0a96cf69010b50005edee41c | Security Group Tag: none | EasyVPN: 0 ||
Username: mvaidkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC26 | IP Addr: 10.150.245.35 | Public IP: 103.203.63.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:35 IST Tue Jun 9 2020 | Duration: 3h:08m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 198252176 | Bytes Rx: 151141154 | IP Addr: 10.150.245.35 | Public IP: 103.203.63.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:51:35 IST Tue Jun 9 2020 | Duration: 3h:08m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 198252176 | Bytes Rx: 151141154 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4278 | Audit Session ID: 0a96cf69010b60005edee41f | Security Group Tag: none | EasyVPN: 0 |Session ID: 4278 | Audit Session ID: 0a96cf69010b60005edee41f | Security Group Tag: none | EasyVPN: 0 ||
Username: prborkar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.13 | Public IP: 103.110.254.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:48 IST Tue Jun 9 2020 | Duration: 3h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 211015879 | Bytes Rx: 201881536 | IP Addr: 10.150.237.13 | Public IP: 103.110.254.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:52:48 IST Tue Jun 9 2020 | Duration: 3h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 211015879 | Bytes Rx: 201881536 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4280 | Audit Session ID: 0a96cf69010b80005edee468 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4280 | Audit Session ID: 0a96cf69010b80005edee468 | Security Group Tag: none | EasyVPN: 0 ||
Username: khumrask | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC6 | IP Addr: 10.150.245.15 | Public IP: 49.33.137.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:17 IST Tue Jun 9 2020 | Duration: 3h:05m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 193447194 | Bytes Rx: 92711143 | IP Addr: 10.150.245.15 | Public IP: 49.33.137.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:17 IST Tue Jun 9 2020 | Duration: 3h:05m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 193447194 | Bytes Rx: 92711143 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4285 | Audit Session ID: 0a96cf69010bd0005edee4fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 4285 | Audit Session ID: 0a96cf69010bd0005edee4fd | Security Group Tag: none | EasyVPN: 0 ||
Username: varsnara | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.16 | Public IP: 115.97.225.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:19 IST Tue Jun 9 2020 | Duration: 3h:05m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1010002266 | Bytes Rx: 103725535 | IP Addr: 10.150.237.16 | Public IP: 115.97.225.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:19 IST Tue Jun 9 2020 | Duration: 3h:05m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1010002266 | Bytes Rx: 103725535 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4286 | Audit Session ID: 0a96cf69010be0005edee4ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 4286 | Audit Session ID: 0a96cf69010be0005edee4ff | Security Group Tag: none | EasyVPN: 0 ||
Username: kritibal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.18 | Public IP: 106.220.125.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:26 IST Tue Jun 9 2020 | Duration: 3h:04m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 306589561 | Bytes Rx: 205781356 | IP Addr: 10.150.237.18 | Public IP: 106.220.125.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:26 IST Tue Jun 9 2020 | Duration: 3h:04m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 306589561 | Bytes Rx: 205781356 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4287 | Audit Session ID: 0a96cf69010bf0005edee506 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4287 | Audit Session ID: 0a96cf69010bf0005edee506 | Security Group Tag: none | EasyVPN: 0 ||
Username: msonawa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.112 | Public IP: 103.201.138.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:56 IST Tue Jun 9 2020 | Duration: 3h:04m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 158860921 | Bytes Rx: 73323573 | IP Addr: 10.150.236.112 | Public IP: 103.201.138.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:55:56 IST Tue Jun 9 2020 | Duration: 3h:04m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 158860921 | Bytes Rx: 73323573 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4288 | Audit Session ID: 0a96cf69010c00005edee524 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4288 | Audit Session ID: 0a96cf69010c00005edee524 | Security Group Tag: none | EasyVPN: 0 ||
