sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 ||
Username: BhagGaik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.132 | Public IP: 106.220.172.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:46 IST Tue Jun 9 2020 | Duration: 3h:06m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 78032944 | Bytes Rx: 43011004 | IP Addr: 10.149.232.132 | Public IP: 106.220.172.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:46 IST Tue Jun 9 2020 | Duration: 3h:06m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 78032944 | Bytes Rx: 43011004 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141104 | Audit Session ID: 0a95072a227300005edee4a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141104 | Audit Session ID: 0a95072a227300005edee4a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: njeur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.133 | Public IP: 157.47.1.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:40 IST Tue Jun 9 2020 | Duration: 3h:03m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 105933628 | Bytes Rx: 36226890 | IP Addr: 10.149.232.133 | Public IP: 157.47.1.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:40 IST Tue Jun 9 2020 | Duration: 3h:03m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 105933628 | Bytes Rx: 36226890 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141105 | Audit Session ID: 0a95072a227310005edee550 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141105 | Audit Session ID: 0a95072a227310005edee550 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajac | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.134 | Public IP: 122.174.137.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:09 IST Tue Jun 9 2020 | Duration: 3h:03m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 765374344 | Bytes Rx: 84574308 | IP Addr: 10.149.232.134 | Public IP: 122.174.137.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:57:09 IST Tue Jun 9 2020 | Duration: 3h:03m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 765374344 | Bytes Rx: 84574308 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141106 | Audit Session ID: 0a95072a227320005edee56d | Security Group Tag: none | EasyVPN: 0 |Session ID: 141106 | Audit Session ID: 0a95072a227320005edee56d | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.135 | Public IP: 171.76.187.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:57:18 IST Tue Jun 9 2020 | Duration: 3h:03m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 400593915 | Bytes Rx: 85194037 | IP Addr: 10.149.232.135 | Public IP: 171.76.187.2 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:57:18 IST Tue Jun 9 2020 | Duration: 3h:03m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 400593915 | Bytes Rx: 85194037 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141107 | Audit Session ID: 0a95072a227330005edee576 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141107 | Audit Session ID: 0a95072a227330005edee576 | Security Group Tag: none | EasyVPN: 0 ||
Username: visparth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.136 | Public IP: 103.94.139.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:45 IST Tue Jun 9 2020 | Duration: 3h:01m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 150689601 | Bytes Rx: 49063564 | IP Addr: 10.149.232.136 | Public IP: 103.94.139.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:45 IST Tue Jun 9 2020 | Duration: 3h:01m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 150689601 | Bytes Rx: 49063564 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141108 | Audit Session ID: 0a95072a227340005edee5cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 141108 | Audit Session ID: 0a95072a227340005edee5cd | Security Group Tag: none | EasyVPN: 0 ||
Username: mutraman | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC7 | IP Addr: 10.149.248.103 | Public IP: 157.46.15.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:01 IST Tue Jun 9 2020 | Duration: 2h:58m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 688080046 | Bytes Rx: 91087696 | IP Addr: 10.149.248.103 | Public IP: 157.46.15.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:01 IST Tue Jun 9 2020 | Duration: 2h:58m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 688080046 | Bytes Rx: 91087696 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141112 | Audit Session ID: 0a95072a227380005edee691 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141112 | Audit Session ID: 0a95072a227380005edee691 | Security Group Tag: none | EasyVPN: 0 ||
Username: Sborikar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.25 | Public IP: 106.220.185.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:22 IST Tue Jun 9 2020 | Duration: 2h:52m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 117708610 | Bytes Rx: 32226732 | IP Addr: 10.149.233.25 | Public IP: 106.220.185.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:22 IST Tue Jun 9 2020 | Duration: 2h:52m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 117708610 | Bytes Rx: 32226732 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141115 | Audit Session ID: 0a95072a2273b0005edee80e | Security Group Tag: none | EasyVPN: 0 |Session ID: 141115 | Audit Session ID: 0a95072a2273b0005edee80e | Security Group Tag: none | EasyVPN: 0 ||
Username: skrishna | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.250 | Public IP: 223.181.55.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:16:11 IST Tue Jun 9 2020 | Duration: 2h:44m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 88827470 | Bytes Rx: 39211458 | IP Addr: 10.149.232.250 | Public IP: 223.181.55.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:16:11 IST Tue Jun 9 2020 | Duration: 2h:44m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 88827470 | Bytes Rx: 39211458 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141116 | Audit Session ID: 0a95072a2273c0005edee9e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141116 | Audit Session ID: 0a95072a2273c0005edee9e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: vijkavad | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.251 | Public IP: 49.34.119.86 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:16:44 IST Tue Jun 9 2020 | Duration: 2h:43m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 104118223 | Bytes Rx: 32229361 | IP Addr: 10.149.232.251 | Public IP: 49.34.119.86 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:16:44 IST Tue Jun 9 2020 | Duration: 2h:43m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 104118223 | Bytes Rx: 32229361 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141117 | Audit Session ID: 0a95072a2273d0005edeea04 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141117 | Audit Session ID: 0a95072a2273d0005edeea04 | Security Group Tag: none | EasyVPN: 0 ||
Username: TeMamidi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.253 | Public IP: 183.83.195.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:18 IST Tue Jun 9 2020 | Duration: 2h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 58884205 | Bytes Rx: 32236125 | IP Addr: 10.149.232.253 | Public IP: 183.83.195.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:18 IST Tue Jun 9 2020 | Duration: 2h:41m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 58884205 | Bytes Rx: 32236125 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141119 | Audit Session ID: 0a95072a2273f0005edeea9e | Security Group Tag: none | EasyVPN: 0 |Session ID: 141119 | Audit Session ID: 0a95072a2273f0005edeea9e | Security Group Tag: none | EasyVPN: 0 ||
Username: stajave | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.254 | Public IP: 106.210.138.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:40 IST Tue Jun 9 2020 | Duration: 2h:35m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 160859185 | Bytes Rx: 73477980 | IP Addr: 10.149.232.254 | Public IP: 106.210.138.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:40 IST Tue Jun 9 2020 | Duration: 2h:35m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 160859185 | Bytes Rx: 73477980 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141120 | Audit Session ID: 0a95072a227400005edeebe0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141120 | Audit Session ID: 0a95072a227400005edeebe0 | Security Group Tag: none | EasyVPN: 0 ||
Username: pdhanala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.1 | Public IP: 27.6.77.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:55 IST Tue Jun 9 2020 | Duration: 2h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 771760888 | Bytes Rx: 41720530 | IP Addr: 10.149.233.1 | Public IP: 27.6.77.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:55 IST Tue Jun 9 2020 | Duration: 2h:35m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 771760888 | Bytes Rx: 41720530 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141121 | Audit Session ID: 0a95072a227410005edeebef | Security Group Tag: none | EasyVPN: 0 |Session ID: 141121 | Audit Session ID: 0a95072a227410005edeebef | Security Group Tag: none | EasyVPN: 0 ||
Username: arjun.jinachandran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.205 | Public IP: 43.229.89.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:53 IST Tue Jun 9 2020 | Duration: 2h:17m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 113736631 | Bytes Rx: 37314139 | IP Addr: 10.149.233.205 | Public IP: 43.229.89.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:53 IST Tue Jun 9 2020 | Duration: 2h:17m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 113736631 | Bytes Rx: 37314139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141124 | Audit Session ID: 0a95072a227440005edef025 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141124 | Audit Session ID: 0a95072a227440005edef025 | Security Group Tag: none | EasyVPN: 0 ||
Username: damodSR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.121 | Public IP: 122.171.153.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:02 IST Tue Jun 9 2020 | Duration: 2h:13m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 136492627 | Bytes Rx: 105116044 | IP Addr: 10.149.232.121 | Public IP: 122.171.153.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:02 IST Tue Jun 9 2020 | Duration: 2h:13m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 136492627 | Bytes Rx: 105116044 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141126 | Audit Session ID: 0a95072a227460005edef11e | Security Group Tag: none | EasyVPN: 0 |Session ID: 141126 | Audit Session ID: 0a95072a227460005edef11e | Security Group Tag: none | EasyVPN: 0 ||
Username: muumarji | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.138 | Public IP: 223.228.33.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:59 IST Tue Jun 9 2020 | Duration: 2h:04m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 71598000 | Bytes Rx: 22448399 | IP Addr: 10.149.232.138 | Public IP: 223.228.33.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:59 IST Tue Jun 9 2020 | Duration: 2h:04m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 71598000 | Bytes Rx: 22448399 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141132 | Audit Session ID: 0a95072a2274c0005edef337 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141132 | Audit Session ID: 0a95072a2274c0005edef337 | Security Group Tag: none | EasyVPN: 0 ||
Username: muthusubramanian.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.139 | Public IP: 182.65.26.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:36 IST Tue Jun 9 2020 | Duration: 2h:01m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 8293614 | Bytes Rx: 9274840 | IP Addr: 10.149.232.139 | Public IP: 182.65.26.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:36 IST Tue Jun 9 2020 | Duration: 2h:01m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 8293614 | Bytes Rx: 9274840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141133 | Audit Session ID: 0a95072a2274d0005edef3d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141133 | Audit Session ID: 0a95072a2274d0005edef3d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: rnadella | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.31 | Public IP: 223.186.148.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:50 IST Tue Jun 9 2020 | Duration: 2h:00m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 78765092 | Bytes Rx: 50581813 | IP Addr: 10.149.232.31 | Public IP: 223.186.148.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:50 IST Tue Jun 9 2020 | Duration: 2h:00m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 78765092 | Bytes Rx: 50581813 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141136 | Audit Session ID: 0a95072a227500005edef41e | Security Group Tag: none | EasyVPN: 0 |Session ID: 141136 | Audit Session ID: 0a95072a227500005edef41e | Security Group Tag: none | EasyVPN: 0 ||
Username: psivaram | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.33 | Public IP: 157.50.93.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:11 IST Tue Jun 9 2020 | Duration: 2h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 12869076 | Bytes Rx: 5720003 | IP Addr: 10.149.232.33 | Public IP: 157.50.93.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:11 IST Tue Jun 9 2020 | Duration: 2h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 12869076 | Bytes Rx: 5720003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141138 | Audit Session ID: 0a95072a227520005edef433 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141138 | Audit Session ID: 0a95072a227520005edef433 | Security Group Tag: none | EasyVPN: 0 ||
Username: satramak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.34 | Public IP: 171.76.42.14 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:00:14 IST Tue Jun 9 2020 | Duration: 2h:00m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 358818027 | Bytes Rx: 62373582 | IP Addr: 10.149.232.34 | Public IP: 171.76.42.14 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 08:00:14 IST Tue Jun 9 2020 | Duration: 2h:00m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 358818027 | Bytes Rx: 62373582 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141139 | Audit Session ID: 0a95072a227530005edef436 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141139 | Audit Session ID: 0a95072a227530005edef436 | Security Group Tag: none | EasyVPN: 0 ||
Username: yamunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.39 | Public IP: 106.208.96.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:31 IST Tue Jun 9 2020 | Duration: 1h:57m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 462300492 | Bytes Rx: 31266168 | IP Addr: 10.149.232.39 | Public IP: 106.208.96.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:31 IST Tue Jun 9 2020 | Duration: 1h:57m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 462300492 | Bytes Rx: 31266168 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141141 | Audit Session ID: 0a95072a227550005edef4bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 141141 | Audit Session ID: 0a95072a227550005edef4bf | Security Group Tag: none | EasyVPN: 0 ||
