sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.171 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:22:37 IST Thu Jun 18 2020 | Duration: 1d 16h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 818616067 | Bytes Rx: 377160506 | IP Addr: 10.150.236.171 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:22:37 IST Thu Jun 18 2020 | Duration: 1d 16h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 818616067 | Bytes Rx: 377160506 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 35785 | Audit Session ID: 0a96cf6908bc90005eeb2b55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 35785 | Audit Session ID: 0a96cf6908bc90005eeb2b55 | Security Group Tag: none | EasyVPN: 0 ||
Username: SKumar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.47 | Public IP: 110.227.171.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:16 IST Sat Jun 20 2020 | Duration: 0h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 2920491 | Bytes Rx: 2421801 | IP Addr: 10.150.237.47 | Public IP: 110.227.171.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:16 IST Sat Jun 20 2020 | Duration: 0h:22m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 2920491 | Bytes Rx: 2421801 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41457 | Audit Session ID: 0a96cf690a1f10005eed6144 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41457 | Audit Session ID: 0a96cf690a1f10005eed6144 | Security Group Tag: none | EasyVPN: 0 ||
Username: sajashal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC30 | IP Addr: 10.150.245.39 | Public IP: 103.111.133.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:19 IST Sat Jun 20 2020 | Duration: 0h:22m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 291676373 | Bytes Rx: 20790018 | IP Addr: 10.150.245.39 | Public IP: 103.111.133.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:19 IST Sat Jun 20 2020 | Duration: 0h:22m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 291676373 | Bytes Rx: 20790018 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41458 | Audit Session ID: 0a96cf690a1f20005eed6147 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41458 | Audit Session ID: 0a96cf690a1f20005eed6147 | Security Group Tag: none | EasyVPN: 0 ||
Username: vgarghat | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.5 | Public IP: 49.35.127.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:47 IST Sat Jun 20 2020 | Duration: 0h:22m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 20549117 | Bytes Rx: 3643948 | IP Addr: 10.150.236.5 | Public IP: 49.35.127.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:47 IST Sat Jun 20 2020 | Duration: 0h:22m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 20549117 | Bytes Rx: 3643948 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41459 | Audit Session ID: 0a96cf690a1f30005eed6163 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41459 | Audit Session ID: 0a96cf690a1f30005eed6163 | Security Group Tag: none | EasyVPN: 0 ||
Username: MJaved | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.6 | Public IP: 103.111.133.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:33 IST Sat Jun 20 2020 | Duration: 0h:19m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 51256097 | Bytes Rx: 9289520 | IP Addr: 10.150.236.6 | Public IP: 103.111.133.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:40:33 IST Sat Jun 20 2020 | Duration: 0h:19m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 51256097 | Bytes Rx: 9289520 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41461 | Audit Session ID: 0a96cf690a1f50005eed6209 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41461 | Audit Session ID: 0a96cf690a1f50005eed6209 | Security Group Tag: none | EasyVPN: 0 ||
Username: vkatta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.7 | Public IP: 223.196.169.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:10 IST Sat Jun 20 2020 | Duration: 0h:19m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 22998248 | Bytes Rx: 14051718 | IP Addr: 10.150.236.7 | Public IP: 223.196.169.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:10 IST Sat Jun 20 2020 | Duration: 0h:19m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 22998248 | Bytes Rx: 14051718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41463 | Audit Session ID: 0a96cf690a1f70005eed622e | Security Group Tag: none | EasyVPN: 0 |Session ID: 41463 | Audit Session ID: 0a96cf690a1f70005eed622e | Security Group Tag: none | EasyVPN: 0 ||
Username: Pratiksc | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.8 | Public IP: 49.35.196.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:14 IST Sat Jun 20 2020 | Duration: 0h:19m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 8676166 | Bytes Rx: 6364853 | IP Addr: 10.150.236.8 | Public IP: 49.35.196.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:14 IST Sat Jun 20 2020 | Duration: 0h:19m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 8676166 | Bytes Rx: 6364853 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41464 | Audit Session ID: 0a96cf690a1f80005eed6232 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41464 | Audit Session ID: 0a96cf690a1f80005eed6232 | Security Group Tag: none | EasyVPN: 0 ||
Username: vchoudha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.9 | Public IP: 106.210.202.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:32 IST Sat Jun 20 2020 | Duration: 0h:18m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 7403054 | Bytes Rx: 3211047 | IP Addr: 10.150.236.9 | Public IP: 106.210.202.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:41:32 IST Sat Jun 20 2020 | Duration: 0h:18m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 7403054 | Bytes Rx: 3211047 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41465 | Audit Session ID: 0a96cf690a1f90005eed6244 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41465 | Audit Session ID: 0a96cf690a1f90005eed6244 | Security Group Tag: none | EasyVPN: 0 ||
Username: MaThange | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 49.35.75.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:33 IST Sat Jun 20 2020 | Duration: 0h:17m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 28355654 | Bytes Rx: 5064014 | IP Addr: 10.150.236.10 | Public IP: 49.35.75.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:33 IST Sat Jun 20 2020 | Duration: 0h:17m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 28355654 | Bytes Rx: 5064014 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41466 | Audit Session ID: 0a96cf690a1fa0005eed6281 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41466 | Audit Session ID: 0a96cf690a1fa0005eed6281 | Security Group Tag: none | EasyVPN: 0 ||
Username: KhuBodle | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.7 | Public IP: 42.106.112.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:58 IST Sat Jun 20 2020 | Duration: 0h:17m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 197468804 | Bytes Rx: 8888930 | IP Addr: 10.150.237.7 | Public IP: 42.106.112.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:42:58 IST Sat Jun 20 2020 | Duration: 0h:17m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 197468804 | Bytes Rx: 8888930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41467 | Audit Session ID: 0a96cf690a1fb0005eed629a | Security Group Tag: none | EasyVPN: 0 |Session ID: 41467 | Audit Session ID: 0a96cf690a1fb0005eed629a | Security Group Tag: none | EasyVPN: 0 ||
Username: AGhan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.10 | Public IP: 103.110.254.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:48 IST Sat Jun 20 2020 | Duration: 0h:15m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 32984042 | Bytes Rx: 13234663 | IP Addr: 10.150.237.10 | Public IP: 103.110.254.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:44:48 IST Sat Jun 20 2020 | Duration: 0h:15m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 32984042 | Bytes Rx: 13234663 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41469 | Audit Session ID: 0a96cf690a1fd0005eed6308 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41469 | Audit Session ID: 0a96cf690a1fd0005eed6308 | Security Group Tag: none | EasyVPN: 0 ||
Username: Abhishp | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.217 | Public IP: 49.35.12.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:49 IST Sat Jun 20 2020 | Duration: 0h:14m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 67685844 | Bytes Rx: 4699474 | IP Addr: 10.150.237.217 | Public IP: 49.35.12.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:45:49 IST Sat Jun 20 2020 | Duration: 0h:14m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 67685844 | Bytes Rx: 4699474 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41470 | Audit Session ID: 0a96cf690a1fe0005eed6345 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41470 | Audit Session ID: 0a96cf690a1fe0005eed6345 | Security Group Tag: none | EasyVPN: 0 ||
Username: vramchan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.218 | Public IP: 106.220.93.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:58 IST Sat Jun 20 2020 | Duration: 0h:13m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 24783354 | Bytes Rx: 4450153 | IP Addr: 10.150.237.218 | Public IP: 106.220.93.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:58 IST Sat Jun 20 2020 | Duration: 0h:13m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 24783354 | Bytes Rx: 4450153 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41471 | Audit Session ID: 0a96cf690a1ff0005eed638a | Security Group Tag: none | EasyVPN: 0 |Session ID: 41471 | Audit Session ID: 0a96cf690a1ff0005eed638a | Security Group Tag: none | EasyVPN: 0 ||
Username: birjujad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.221 | Public IP: 42.108.241.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:15 IST Sat Jun 20 2020 | Duration: 0h:13m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 204936865 | Bytes Rx: 8014652 | IP Addr: 10.150.237.221 | Public IP: 42.108.241.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:15 IST Sat Jun 20 2020 | Duration: 0h:13m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 204936865 | Bytes Rx: 8014652 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41474 | Audit Session ID: 0a96cf690a2020005eed639b | Security Group Tag: none | EasyVPN: 0 |Session ID: 41474 | Audit Session ID: 0a96cf690a2020005eed639b | Security Group Tag: none | EasyVPN: 0 ||
Username: kamlesh.khetwal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.222 | Public IP: 106.193.232.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:23 IST Sat Jun 20 2020 | Duration: 0h:12m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 205879013 | Bytes Rx: 7815301 | IP Addr: 10.150.237.222 | Public IP: 106.193.232.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:47:23 IST Sat Jun 20 2020 | Duration: 0h:12m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 205879013 | Bytes Rx: 7815301 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41475 | Audit Session ID: 0a96cf690a2030005eed63a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41475 | Audit Session ID: 0a96cf690a2030005eed63a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: monsa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.42 | Public IP: 49.35.23.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:23 IST Sat Jun 20 2020 | Duration: 0h:11m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 127303420 | Bytes Rx: 6186209 | IP Addr: 10.150.237.42 | Public IP: 49.35.23.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:23 IST Sat Jun 20 2020 | Duration: 0h:11m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 127303420 | Bytes Rx: 6186209 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41477 | Audit Session ID: 0a96cf690a2050005eed63df | Security Group Tag: none | EasyVPN: 0 |Session ID: 41477 | Audit Session ID: 0a96cf690a2050005eed63df | Security Group Tag: none | EasyVPN: 0 ||
Username: prbachha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.48 | Public IP: 110.227.218.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:30 IST Sat Jun 20 2020 | Duration: 0h:10m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 8668638 | Bytes Rx: 2642255 | IP Addr: 10.150.237.48 | Public IP: 110.227.218.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:30 IST Sat Jun 20 2020 | Duration: 0h:10m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 8668638 | Bytes Rx: 2642255 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41478 | Audit Session ID: 0a96cf690a2060005eed6422 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41478 | Audit Session ID: 0a96cf690a2060005eed6422 | Security Group Tag: none | EasyVPN: 0 ||
Username: PranPati | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC8 | IP Addr: 10.150.245.17 | Public IP: 157.33.132.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:53 IST Sat Jun 20 2020 | Duration: 0h:09m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 28710560 | Bytes Rx: 2693732 | IP Addr: 10.150.245.17 | Public IP: 157.33.132.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:50:53 IST Sat Jun 20 2020 | Duration: 0h:09m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 28710560 | Bytes Rx: 2693732 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41480 | Audit Session ID: 0a96cf690a2080005eed6475 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41480 | Audit Session ID: 0a96cf690a2080005eed6475 | Security Group Tag: none | EasyVPN: 0 ||
Username: HYamgava | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC66 | IP Addr: 10.150.245.44 | Public IP: 117.200.218.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:21 IST Sat Jun 20 2020 | Duration: 0h:03m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 25774206 | Bytes Rx: 2862902 | IP Addr: 10.150.245.44 | Public IP: 117.200.218.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:56:21 IST Sat Jun 20 2020 | Duration: 0h:03m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 25774206 | Bytes Rx: 2862902 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41483 | Audit Session ID: 0a96cf690a20b0005eed65bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 41483 | Audit Session ID: 0a96cf690a20b0005eed65bd | Security Group Tag: none | EasyVPN: 0 ||
INP44ACVPN01-New# 
