sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | IP Addr: 10.149.232.177 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:20:05 IST Sun Jul 19 2020 | Duration: 15h:40m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 3901720732 | Bytes Rx: 226175323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 |Session ID: 14888 | Audit Session ID: 0a95072a03a280005f144f8d | Security Group Tag: none | EasyVPN: 0 ||
Username: sbandaga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.95 | Public IP: 103.132.244.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:24 IST Mon Jul 20 2020 | Duration: 0h:13m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 15996988 | Bytes Rx: 6382929 | IP Addr: 10.149.233.95 | Public IP: 103.132.244.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:24 IST Mon Jul 20 2020 | Duration: 0h:13m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 15996988 | Bytes Rx: 6382929 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15763 | Audit Session ID: 0a95072a03d930005f1528a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15763 | Audit Session ID: 0a95072a03d930005f1528a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: rabhardw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.23 | Public IP: 202.160.133.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:26 IST Mon Jul 20 2020 | Duration: 0h:13m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 44430396 | Bytes Rx: 8760494 | IP Addr: 10.149.232.23 | Public IP: 202.160.133.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:26 IST Mon Jul 20 2020 | Duration: 0h:13m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 44430396 | Bytes Rx: 8760494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15764 | Audit Session ID: 0a95072a03d940005f1528aa | Security Group Tag: none | EasyVPN: 0 |Session ID: 15764 | Audit Session ID: 0a95072a03d940005f1528aa | Security Group Tag: none | EasyVPN: 0 ||
Username: sumbaric | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.25 | Public IP: 103.217.231.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:42 IST Mon Jul 20 2020 | Duration: 0h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 8011328 | Bytes Rx: 3769246 | IP Addr: 10.149.232.25 | Public IP: 103.217.231.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:42 IST Mon Jul 20 2020 | Duration: 0h:13m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 8011328 | Bytes Rx: 3769246 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15765 | Audit Session ID: 0a95072a03d950005f1528ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 15765 | Audit Session ID: 0a95072a03d950005f1528ba | Security Group Tag: none | EasyVPN: 0 ||
Username: gedunuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 157.48.135.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 IST Mon Jul 20 2020 | Duration: 0h:13m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 67369283 | Bytes Rx: 10348747 | IP Addr: 10.149.233.127 | Public IP: 157.48.135.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:47 IST Mon Jul 20 2020 | Duration: 0h:13m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 67369283 | Bytes Rx: 10348747 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15766 | Audit Session ID: 0a95072a03d960005f1528bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 15766 | Audit Session ID: 0a95072a03d960005f1528bf | Security Group Tag: none | EasyVPN: 0 ||
Username: avikaspa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.24 | Public IP: 49.33.141.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:53 IST Mon Jul 20 2020 | Duration: 0h:13m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 10864371 | Bytes Rx: 5358016 | IP Addr: 10.149.232.24 | Public IP: 49.33.141.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:53 IST Mon Jul 20 2020 | Duration: 0h:13m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 10864371 | Bytes Rx: 5358016 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15767 | Audit Session ID: 0a95072a03d970005f1528c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15767 | Audit Session ID: 0a95072a03d970005f1528c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: vsanthan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.26 | Public IP: 106.208.26.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:55 IST Mon Jul 20 2020 | Duration: 0h:13m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 5184400 | Bytes Rx: 2299209 | IP Addr: 10.149.232.26 | Public IP: 106.208.26.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:55 IST Mon Jul 20 2020 | Duration: 0h:13m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 5184400 | Bytes Rx: 2299209 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15768 | Audit Session ID: 0a95072a03d980005f1528c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15768 | Audit Session ID: 0a95072a03d980005f1528c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: kavigane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.27 | Public IP: 157.50.50.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:10 IST Mon Jul 20 2020 | Duration: 0h:13m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 8317807 | Bytes Rx: 4652879 | IP Addr: 10.149.232.27 | Public IP: 157.50.50.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:10 IST Mon Jul 20 2020 | Duration: 0h:13m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 8317807 | Bytes Rx: 4652879 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15769 | Audit Session ID: 0a95072a03d990005f1528d6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15769 | Audit Session ID: 0a95072a03d990005f1528d6 | Security Group Tag: none | EasyVPN: 0 ||
Username: kchowhan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.29 | Public IP: 157.48.141.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:17 IST Mon Jul 20 2020 | Duration: 0h:12m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 19859429 | Bytes Rx: 3541368 | IP Addr: 10.149.232.29 | Public IP: 157.48.141.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:17 IST Mon Jul 20 2020 | Duration: 0h:12m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 19859429 | Bytes Rx: 3541368 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15770 | Audit Session ID: 0a95072a03d9a0005f1528dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 15770 | Audit Session ID: 0a95072a03d9a0005f1528dd | Security Group Tag: none | EasyVPN: 0 ||
Username: Rsatarke | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.28 | Public IP: 103.252.52.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:26 IST Mon Jul 20 2020 | Duration: 0h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 12590911 | Bytes Rx: 9264845 | IP Addr: 10.149.232.28 | Public IP: 103.252.52.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:26 IST Mon Jul 20 2020 | Duration: 0h:12m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 12590911 | Bytes Rx: 9264845 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15771 | Audit Session ID: 0a95072a03d9b0005f1528e6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15771 | Audit Session ID: 0a95072a03d9b0005f1528e6 | Security Group Tag: none | EasyVPN: 0 ||
Username: Gkarupar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.30 | Public IP: 122.171.47.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:43 IST Mon Jul 20 2020 | Duration: 0h:12m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 29686498 | Bytes Rx: 3041081 | IP Addr: 10.149.232.30 | Public IP: 122.171.47.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:43 IST Mon Jul 20 2020 | Duration: 0h:12m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 29686498 | Bytes Rx: 3041081 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15772 | Audit Session ID: 0a95072a03d9c0005f1528f7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15772 | Audit Session ID: 0a95072a03d9c0005f1528f7 | Security Group Tag: none | EasyVPN: 0 ||
Username: kvellaiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.124 | Public IP: 49.205.77.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:47 IST Mon Jul 20 2020 | Duration: 0h:12m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 3515675 | Bytes Rx: 1319771 | IP Addr: 10.149.233.124 | Public IP: 49.205.77.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:47 IST Mon Jul 20 2020 | Duration: 0h:12m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 3515675 | Bytes Rx: 1319771 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15773 | Audit Session ID: 0a95072a03d9d0005f1528fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 15773 | Audit Session ID: 0a95072a03d9d0005f1528fb | Security Group Tag: none | EasyVPN: 0 ||
Username: spentyal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.32 | Public IP: 106.66.44.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:59 IST Mon Jul 20 2020 | Duration: 0h:12m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 82256702 | Bytes Rx: 6769759 | IP Addr: 10.149.232.32 | Public IP: 106.66.44.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:59 IST Mon Jul 20 2020 | Duration: 0h:12m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 82256702 | Bytes Rx: 6769759 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15774 | Audit Session ID: 0a95072a03d9e0005f152907 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15774 | Audit Session ID: 0a95072a03d9e0005f152907 | Security Group Tag: none | EasyVPN: 0 ||
Username: t.veerapathiran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.31 | Public IP: 103.91.218.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:05 IST Mon Jul 20 2020 | Duration: 0h:12m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 24052425 | Bytes Rx: 13013548 | IP Addr: 10.149.232.31 | Public IP: 103.91.218.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:05 IST Mon Jul 20 2020 | Duration: 0h:12m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 24052425 | Bytes Rx: 13013548 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15775 | Audit Session ID: 0a95072a03d9f0005f15290d | Security Group Tag: none | EasyVPN: 0 |Session ID: 15775 | Audit Session ID: 0a95072a03d9f0005f15290d | Security Group Tag: none | EasyVPN: 0 ||
Username: svaithiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC8 | IP Addr: 10.149.248.104 | Public IP: 157.46.33.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:33 IST Mon Jul 20 2020 | Duration: 0h:10m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 27221047 | Bytes Rx: 8114061 | IP Addr: 10.149.248.104 | Public IP: 157.46.33.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:33 IST Mon Jul 20 2020 | Duration: 0h:10m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 27221047 | Bytes Rx: 8114061 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15777 | Audit Session ID: 0a95072a03da10005f152965 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15777 | Audit Session ID: 0a95072a03da10005f152965 | Security Group Tag: none | EasyVPN: 0 ||
Username: mazharud | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.2 | Public IP: 157.50.221.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:48 IST Mon Jul 20 2020 | Duration: 0h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 6803903 | Bytes Rx: 2991545 | IP Addr: 10.149.233.2 | Public IP: 157.50.221.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:48 IST Mon Jul 20 2020 | Duration: 0h:07m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 6803903 | Bytes Rx: 2991545 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15783 | Audit Session ID: 0a95072a03da70005f152a28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15783 | Audit Session ID: 0a95072a03da70005f152a28 | Security Group Tag: none | EasyVPN: 0 ||
Username: VVaradar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.165 | Public IP: 106.198.83.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:55 IST Mon Jul 20 2020 | Duration: 0h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 56314368 | Bytes Rx: 4496858 | IP Addr: 10.149.233.165 | Public IP: 106.198.83.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:55 IST Mon Jul 20 2020 | Duration: 0h:07m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 56314368 | Bytes Rx: 4496858 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15784 | Audit Session ID: 0a95072a03da80005f152a2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 15784 | Audit Session ID: 0a95072a03da80005f152a2f | Security Group Tag: none | EasyVPN: 0 ||
Username: prayadur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.227 | Public IP: 223.186.131.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:04 IST Mon Jul 20 2020 | Duration: 0h:07m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 8988848 | Bytes Rx: 1062163 | IP Addr: 10.149.233.227 | Public IP: 223.186.131.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:04 IST Mon Jul 20 2020 | Duration: 0h:07m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 8988848 | Bytes Rx: 1062163 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15786 | Audit Session ID: 0a95072a03daa0005f152a38 | Security Group Tag: none | EasyVPN: 0 |Session ID: 15786 | Audit Session ID: 0a95072a03daa0005f152a38 | Security Group Tag: none | EasyVPN: 0 ||
Username: RRamanna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.35 | Public IP: 49.206.15.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:23 IST Mon Jul 20 2020 | Duration: 0h:06m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 32693016 | Bytes Rx: 4868152 | IP Addr: 10.149.232.35 | Public IP: 49.206.15.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:23 IST Mon Jul 20 2020 | Duration: 0h:06m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 32693016 | Bytes Rx: 4868152 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15788 | Audit Session ID: 0a95072a03dac0005f152a4b | Security Group Tag: none | EasyVPN: 0 |Session ID: 15788 | Audit Session ID: 0a95072a03dac0005f152a4b | Security Group Tag: none | EasyVPN: 0 ||
Username: vsubashc | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.34 | Public IP: 106.208.26.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:24 IST Mon Jul 20 2020 | Duration: 0h:06m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 53772188 | Bytes Rx: 3567354 | IP Addr: 10.149.232.34 | Public IP: 106.208.26.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:24 IST Mon Jul 20 2020 | Duration: 0h:06m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 53772188 | Bytes Rx: 3567354 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 15789 | Audit Session ID: 0a95072a03dad0005f152a4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 15789 | Audit Session ID: 0a95072a03dad0005f152a4c | Security Group Tag: none | EasyVPN: 0 ||
